query_index,query_id,image_id,split,ambiguity_level,positive_candidate_id,negative_candidate_id,changed_attribute,negative_type,positive_score,negative_score,paired_difference,positive_above_negative
12,HNQ-V2_013,V2_013,id,medio,HNC-V2_013-P03,HNC-V2_013-P05,symmetry,counterfactual_only,0.324513047934,0.326865971088,-0.002352923155,false
13,HNQ-V2_014,V2_014,id,medio,HNC-V2_014-P05,HNC-V2_014-P01,motif,counterfactual_only,0.332291722298,0.330994755030,0.001296967268,true
13,HNQ-V2_014,V2_014,id,medio,HNC-V2_014-P05,HNC-V2_014-P02,orientation,counterfactual_only,0.332291722298,0.321459710598,0.010832011700,true
13,HNQ-V2_014,V2_014,id,medio,HNC-V2_014-P05,HNC-V2_014-P03,symmetry,counterfactual_only,0.332291722298,0.331165790558,0.001125931740,true
13,HNQ-V2_014,V2_014,id,medio,HNC-V2_014-P05,HNC-V2_014-P04,palette_id,global_overlap,0.332291722298,0.228990048170,0.103301674128,true
14,HNQ-V2_015,V2_015,id,medio,HNC-V2_015-P02,HNC-V2_015-P01,orientation,counterfactual_only,0.372624814510,0.368675321341,0.003949493170,true
14,HNQ-V2_015,V2_015,id,medio,HNC-V2_015-P02,HNC-V2_015-P03,composition,counterfactual_only,0.372624814510,0.363418221474,0.009206593037,true
14,HNQ-V2_015,V2_015,id,medio,HNC-V2_015-P02,HNC-V2_015-P04,palette_id,global_overlap,0.372624814510,0.265918910503,0.106705904007,true
14,HNQ-V2_015,V2_015,id,medio,HNC-V2_015-P02,HNC-V2_015-P05,motif,counterfactual_only,0.372624814510,0.370604395866,0.002020418644,true
15,HNQ-V2_016,V2_016,id,medio,HNC-V2_016-P05,HNC-V2_016-P01,symmetry,counterfactual_only,0.324525892735,0.318345844746,0.006180047989,true
15,HNQ-V2_016,V2_016,id,medio,HNC-V2_016-P05,HNC-V2_016-P02,motif,counterfactual_only,0.324525892735,0.319204837084,0.005321055651,true
15,HNQ-V2_016,V2_016,id,medio,HNC-V2_016-P05,HNC-V2_016-P03,orientation,counterfactual_only,0.324525892735,0.313372939825,0.011152952909,true
15,HNQ-V2_016,V2_016,id,medio,HNC-V2_016-P05,HNC-V2_016-P04,composition,counterfactual_only,0.324525892735,0.311645299196,0.012880593538,true
16,HNQ-V2_017,V2_017,id,medio,HNC-V2_017-P02,HNC-V2_017-P01,palette_id,global_overlap,0.290414303541,0.267678618431,0.022735685110,true
16,HNQ-V2_017,V2_017,id,medio,HNC-V2_017-P02,HNC-V2_017-P03,orientation,counterfactual_only,0.290414303541,0.283152222633,0.007262080908,true
16,HNQ-V2_017,V2_017,id,medio,HNC-V2_017-P02,HNC-V2_017-P04,composition,counterfactual_only,0.290414303541,0.288955301046,0.001459002495,true
16,HNQ-V2_017,V2_017,id,medio,HNC-V2_017-P02,HNC-V2_017-P05,symmetry,counterfactual_only,0.290414303541,0.293549120426,-0.003134816885,false
17,HNQ-V2_018,V2_018,id,medio,HNC-V2_018-P04,HNC-V2_018-P01,motif,counterfactual_only,0.293968379498,0.293252438307,0.000715941191,true
17,HNQ-V2_018,V2_018,id,medio,HNC-V2_018-P04,HNC-V2_018-P02,composition,counterfactual_only,0.293968379498,0.287947624922,0.006020754576,true
17,HNQ-V2_018,V2_018,id,medio,HNC-V2_018-P04,HNC-V2_018-P03,symmetry,counterfactual_only,0.293968379498,0.288758397102,0.005209982395,true
17,HNQ-V2_018,V2_018,id,medio,HNC-V2_018-P04,HNC-V2_018-P05,palette_id,global_overlap,0.293968379498,0.205119237304,0.088849142194,true
18,HNQ-V2_019,V2_019,id,medio,HNC-V2_019-P01,HNC-V2_019-P02,orientation,counterfactual_only,0.291442334652,0.278940081596,0.012502253056,true
18,HNQ-V2_019,V2_019,id,medio,HNC-V2_019-P01,HNC-V2_019-P03,symmetry,counterfactual_only,0.291442334652,0.286629915237,0.004812419415,true
18,HNQ-V2_019,V2_019,id,medio,HNC-V2_019-P01,HNC-V2_019-P04,palette_id,global_overlap,0.291442334652,0.179946780205,0.111495554447,true
18,HNQ-V2_019,V2_019,id,medio,HNC-V2_019-P01,HNC-V2_019-P05,motif,counterfactual_only,0.291442334652,0.288939595222,0.002502739429,true
19,HNQ-V2_020,V2_020,id,medio,HNC-V2_020-P03,HNC-V2_020-P01,composition,counterfactual_only,0.329576432705,0.319465994835,0.010110437870,true
19,HNQ-V2_020,V2_020,id,medio,HNC-V2_020-P03,HNC-V2_020-P02,palette_id,global_overlap,0.329576432705,0.265844762325,0.063731670380,true
19,HNQ-V2_020,V2_020,id,medio,HNC-V2_020-P03,HNC-V2_020-P04,motif,counterfactual_only,0.329576432705,0.325133800507,0.004442632198,true
19,HNQ-V2_020,V2_020,id,medio,HNC-V2_020-P03,HNC-V2_020-P05,orientation,counterfactual_only,0.329576432705,0.319259166718,0.010317265987,true
20,HNQ-V2_021,V2_021,id,bajo,HNC-V2_021-P01,HNC-V2_021-P02,motif,counterfactual_only,0.323116242886,0.345542043447,-0.022425800562,false
20,HNQ-V2_021,V2_021,id,bajo,HNC-V2_021-P01,HNC-V2_021-P03,orientation,counterfactual_only,0.323116242886,0.325609326363,-0.002493083477,false
20,HNQ-V2_021,V2_021,id,bajo,HNC-V2_021-P01,HNC-V2_021-P04,composition,counterfactual_only,0.323116242886,0.319184064865,0.003932178020,true
20,HNQ-V2_021,V2_021,id,bajo,HNC-V2_021-P01,HNC-V2_021-P05,symmetry,counterfactual_only,0.323116242886,0.322640419006,0.000475823879,true
21,HNQ-V2_022,V2_022,id,bajo,HNC-V2_022-P03,HNC-V2_022-P01,orientation,counterfactual_only,0.321680843830,0.329700708389,-0.008019864559,false
21,HNQ-V2_022,V2_022,id,bajo,HNC-V2_022-P03,HNC-V2_022-P02,composition,counterfactual_only,0.321680843830,0.317237019539,0.004443824291,true
21,HNQ-V2_022,V2_022,id,bajo,HNC-V2_022-P03,HNC-V2_022-P04,symmetry,counterfactual_only,0.321680843830,0.322558224201,-0.000877380371,false
21,HNQ-V2_022,V2_022,id,bajo,HNC-V2_022-P03,HNC-V2_022-P05,palette_id,global_overlap,0.321680843830,0.258524030447,0.063156813383,true
22,HNQ-V2_023,V2_023,id,bajo,HNC-V2_023-P05,HNC-V2_023-P01,composition,counterfactual_only,0.293048202991,0.291988998652,0.001059204340,true
22,HNQ-V2_023,V2_023,id,bajo,HNC-V2_023-P05,HNC-V2_023-P02,symmetry,counterfactual_only,0.293048202991,0.288985550404,0.004062652588,true
22,HNQ-V2_023,V2_023,id,bajo,HNC-V2_023-P05,HNC-V2_023-P03,palette_id,global_overlap,0.293048202991,0.183410406113,0.109637796879,true
22,HNQ-V2_023,V2_023,id,bajo,HNC-V2_023-P05,HNC-V2_023-P04,motif,counterfactual_only,0.293048202991,0.313709259033,-0.020661056042,false
23,HNQ-V2_024,V2_024,id,bajo,HNC-V2_024-P02,HNC-V2_024-P01,symmetry,counterfactual_only,0.305488646030,0.297914922237,0.007573723793,true
23,HNQ-V2_024,V2_024,id,bajo,HNC-V2_024-P02,HNC-V2_024-P03,palette_id,global_overlap,0.305488646030,0.178566426039,0.126922219992,true
23,HNQ-V2_024,V2_024,id,bajo,HNC-V2_024-P02,HNC-V2_024-P04,motif,counterfactual_only,0.305488646030,0.323697149754,-0.018208503723,false
23,HNQ-V2_024,V2_024,id,bajo,HNC-V2_024-P02,HNC-V2_024-P05,orientation,counterfactual_only,0.305488646030,0.306472867727,-0.000984221697,false
24,HNQ-V2_025,V2_025,id,bajo,HNC-V2_025-P04,HNC-V2_025-P01,palette_id,global_overlap,0.306915730238,0.222989872098,0.083925858140,true
24,HNQ-V2_025,V2_025,id,bajo,HNC-V2_025-P04,HNC-V2_025-P02,motif,counterfactual_only,0.306915730238,0.327923566103,-0.021007835865,false
24,HNQ-V2_025,V2_025,id,bajo,HNC-V2_025-P04,HNC-V2_025-P03,orientation,counterfactual_only,0.306915730238,0.311794012785,-0.004878282547,false
24,HNQ-V2_025,V2_025,id,bajo,HNC-V2_025-P04,HNC-V2_025-P05,composition,counterfactual_only,0.306915730238,0.303012430668,0.003903299570,true
25,HNQ-V2_026,V2_026,id,alto,HNC-V2_026-P02,HNC-V2_026-P01,orientation,counterfactual_only,0.313869118690,0.269478023052,0.044391095638,true
25,HNQ-V2_026,V2_026,id,alto,HNC-V2_026-P02,HNC-V2_026-P03,composition,counterfactual_only,0.313869118690,0.318497508764,-0.004628390074,false
25,HNQ-V2_026,V2_026,id,alto,HNC-V2_026-P02,HNC-V2_026-P04,symmetry,counterfactual_only,0.313869118690,0.279479920864,0.034389197826,true
25,HNQ-V2_026,V2_026,id,alto,HNC-V2_026-P02,HNC-V2_026-P05,motif,counterfactual_only,0.313869118690,0.305288374424,0.008580744267,true
26,HNQ-V2_027,V2_027,id,alto,HNC-V2_027-P04,HNC-V2_027-P01,composition,counterfactual_only,0.336844861507,0.341005116701,-0.004160255194,false
26,HNQ-V2_027,V2_027,id,alto,HNC-V2_027-P04,HNC-V2_027-P02,symmetry,counterfactual_only,0.336844861507,0.304777950048,0.032066911459,true
26,HNQ-V2_027,V2_027,id,alto,HNC-V2_027-P04,HNC-V2_027-P03,palette_id,global_overlap,0.336844861507,0.284395277500,0.052449584007,true
26,HNQ-V2_027,V2_027,id,alto,HNC-V2_027-P04,HNC-V2_027-P05,orientation,counterfactual_only,0.336844861507,0.296601474285,0.040243387222,true
27,HNQ-V2_028,V2_028,id,alto,HNC-V2_028-P01,HNC-V2_028-P02,symmetry,counterfactual_only,0.302243560553,0.269019246101,0.033224314451,true
27,HNQ-V2_028,V2_028,id,alto,HNC-V2_028-P01,HNC-V2_028-P03,palette_id,global_overlap,0.302243560553,0.198650300503,0.103593260050,true
27,HNQ-V2_028,V2_028,id,alto,HNC-V2_028-P01,HNC-V2_028-P04,motif,counterfactual_only,0.302243560553,0.295515209436,0.006728351116,true
27,HNQ-V2_028,V2_028,id,alto,HNC-V2_028-P01,HNC-V2_028-P05,composition,counterfactual_only,0.302243560553,0.304106473923,-0.001862913370,false
28,HNQ-V2_029,V2_029,id,alto,HNC-V2_029-P03,HNC-V2_029-P01,palette_id,global_overlap,0.298220574856,0.194666773081,0.103553801775,true
28,HNQ-V2_029,V2_029,id,alto,HNC-V2_029-P03,HNC-V2_029-P02,motif,counterfactual_only,0.298220574856,0.284954726696,0.013265848160,true
28,HNQ-V2_029,V2_029,id,alto,HNC-V2_029-P03,HNC-V2_029-P04,orientation,counterfactual_only,0.298220574856,0.250443756580,0.047776818275,true
28,HNQ-V2_029,V2_029,id,alto,HNC-V2_029-P03,HNC-V2_029-P05,symmetry,counterfactual_only,0.298220574856,0.257606774569,0.040613800287,true
29,HNQ-V2_030,V2_030,id,alto,HNC-V2_030-P05,HNC-V2_030-P01,motif,counterfactual_only,0.331316292286,0.329185545444,0.002130746841,true
29,HNQ-V2_030,V2_030,id,alto,HNC-V2_030-P05,HNC-V2_030-P02,orientation,counterfactual_only,0.331316292286,0.288341462612,0.042974829674,true
29,HNQ-V2_030,V2_030,id,alto,HNC-V2_030-P05,HNC-V2_030-P03,composition,counterfactual_only,0.331316292286,0.335836708546,-0.004520416260,false
29,HNQ-V2_030,V2_030,id,alto,HNC-V2_030-P05,HNC-V2_030-P04,palette_id,global_overlap,0.331316292286,0.247605562210,0.083710730076,true
30,HNQ-V2_031,V2_031,ood_palette,bajo,HNC-V2_031-P03,HNC-V2_031-P01,composition,counterfactual_only,0.352500736713,0.344750285149,0.007750451565,true
30,HNQ-V2_031,V2_031,ood_palette,bajo,HNC-V2_031-P03,HNC-V2_031-P02,symmetry,counterfactual_only,0.352500736713,0.347704887390,0.004795849323,true
30,HNQ-V2_031,V2_031,ood_palette,bajo,HNC-V2_031-P03,HNC-V2_031-P04,motif,counterfactual_only,0.352500736713,0.358331203461,-0.005830466747,false
30,HNQ-V2_031,V2_031,ood_palette,bajo,HNC-V2_031-P03,HNC-V2_031-P05,orientation,global_overlap,0.352500736713,0.353331208229,-0.000830471516,false
31,HNQ-V2_032,V2_032,ood_palette,bajo,HNC-V2_032-P05,HNC-V2_032-P01,symmetry,counterfactual_only,0.333097934723,0.328964948654,0.004132986069,true
31,HNQ-V2_032,V2_032,ood_palette,bajo,HNC-V2_032-P05,HNC-V2_032-P02,palette_id,global_overlap,0.333097934723,0.201503381133,0.131594553590,true
31,HNQ-V2_032,V2_032,ood_palette,bajo,HNC-V2_032-P05,HNC-V2_032-P03,orientation,global_overlap,0.333097934723,0.332942306995,0.000155627728,true
31,HNQ-V2_032,V2_032,ood_palette,bajo,HNC-V2_032-P05,HNC-V2_032-P04,composition,counterfactual_only,0.333097934723,0.329373896122,0.003724038601,true
32,HNQ-V2_033,V2_033,ood_palette,bajo,HNC-V2_033-P02,HNC-V2_033-P01,palette_id,global_overlap,0.347010642290,0.175541609526,0.171469032764,true
32,HNQ-V2_033,V2_033,ood_palette,bajo,HNC-V2_033-P02,HNC-V2_033-P03,motif,counterfactual_only,0.347010642290,0.347088754177,-0.000078111887,false
32,HNQ-V2_033,V2_033,ood_palette,bajo,HNC-V2_033-P02,HNC-V2_033-P04,composition,counterfactual_only,0.347010642290,0.336629867554,0.010380774736,true
32,HNQ-V2_033,V2_033,ood_palette,bajo,HNC-V2_033-P02,HNC-V2_033-P05,symmetry,counterfactual_only,0.347010642290,0.339429080486,0.007581561804,true
33,HNQ-V2_034,V2_034,ood_palette,bajo,HNC-V2_034-P04,HNC-V2_034-P01,motif,counterfactual_only,0.350516974926,0.354210197926,-0.003693223000,false
33,HNQ-V2_034,V2_034,ood_palette,bajo,HNC-V2_034-P04,HNC-V2_034-P02,orientation,counterfactual_only,0.350516974926,0.334475874901,0.016041100025,true
33,HNQ-V2_034,V2_034,ood_palette,bajo,HNC-V2_034-P04,HNC-V2_034-P03,symmetry,counterfactual_only,0.350516974926,0.345844268799,0.004672706127,true
33,HNQ-V2_034,V2_034,ood_palette,bajo,HNC-V2_034-P04,HNC-V2_034-P05,palette_id,global_overlap,0.350516974926,0.204856753349,0.145660221577,true
34,HNQ-V2_035,V2_035,ood_palette,medio,HNC-V2_035-P01,HNC-V2_035-P02,orientation,counterfactual_only,0.351087719202,0.340810537338,0.010277181864,true
34,HNQ-V2_035,V2_035,ood_palette,medio,HNC-V2_035-P01,HNC-V2_035-P03,composition,counterfactual_only,0.351087719202,0.342516124249,0.008571594954,true
34,HNQ-V2_035,V2_035,ood_palette,medio,HNC-V2_035-P01,HNC-V2_035-P04,palette_id,global_overlap,0.351087719202,0.168207913637,0.182879805565,true
34,HNQ-V2_035,V2_035,ood_palette,medio,HNC-V2_035-P01,HNC-V2_035-P05,motif,counterfactual_only,0.351087719202,0.349134564400,0.001953154802,true
35,HNQ-V2_036,V2_036,ood_palette,medio,HNC-V2_036-P04,HNC-V2_036-P01,symmetry,counterfactual_only,0.351180762053,0.350924730301,0.000256031752,true
35,HNQ-V2_036,V2_036,ood_palette,medio,HNC-V2_036-P04,HNC-V2_036-P02,motif,counterfactual_only,0.351180762053,0.358573108912,-0.007392346859,false
35,HNQ-V2_036,V2_036,ood_palette,medio,HNC-V2_036-P04,HNC-V2_036-P03,orientation,counterfactual_only,0.351180762053,0.344345599413,0.006835162640,true
35,HNQ-V2_036,V2_036,ood_palette,medio,HNC-V2_036-P04,HNC-V2_036-P05,composition,counterfactual_only,0.351180762053,0.347691416740,0.003489345312,true
36,HNQ-V2_037,V2_037,ood_palette,medio,HNC-V2_037-P01,HNC-V2_037-P02,palette_id,global_overlap,0.320379942656,0.172001674771,0.148378267884,true
36,HNQ-V2_037,V2_037,ood_palette,medio,HNC-V2_037-P01,HNC-V2_037-P03,orientation,counterfactual_only,0.320379942656,0.310286521912,0.010093420744,true
36,HNQ-V2_037,V2_037,ood_palette,medio,HNC-V2_037-P01,HNC-V2_037-P04,composition,counterfactual_only,0.320379942656,0.312735438347,0.007644504309,true
36,HNQ-V2_037,V2_037,ood_palette,medio,HNC-V2_037-P01,HNC-V2_037-P05,symmetry,counterfactual_only,0.320379942656,0.319488435984,0.000891506672,true
37,HNQ-V2_038,V2_038,ood_palette,medio,HNC-V2_038-P03,HNC-V2_038-P01,motif,counterfactual_only,0.315116167068,0.313176810741,0.001939356327,true
37,HNQ-V2_038,V2_038,ood_palette,medio,HNC-V2_038-P03,HNC-V2_038-P02,composition,counterfactual_only,0.315116167068,0.302188575268,0.012927591801,true
37,HNQ-V2_038,V2_038,ood_palette,medio,HNC-V2_038-P03,HNC-V2_038-P04,symmetry,counterfactual_only,0.315116167068,0.312853932381,0.002262234688,true
37,HNQ-V2_038,V2_038,ood_palette,medio,HNC-V2_038-P03,HNC-V2_038-P05,palette_id,global_overlap,0.315116167068,0.210282802582,0.104833364487,true
38,HNQ-V2_039,V2_039,ood_palette,bajo,HNC-V2_039-P05,HNC-V2_039-P01,orientation,counterfactual_only,0.307702660561,0.309934437275,-0.002231776714,false
38,HNQ-V2_039,V2_039,ood_palette,bajo,HNC-V2_039-P05,HNC-V2_039-P02,symmetry,counterfactual_only,0.307702660561,0.304082989693,0.003619670868,true
38,HNQ-V2_039,V2_039,ood_palette,bajo,HNC-V2_039-P05,HNC-V2_039-P03,palette_id,global_overlap,0.307702660561,0.136700108647,0.171002551913,true
38,HNQ-V2_039,V2_039,ood_palette,bajo,HNC-V2_039-P05,HNC-V2_039-P04,motif,counterfactual_only,0.307702660561,0.331112861633,-0.023410201073,false
39,HNQ-V2_040,V2_040,ood_palette,bajo,HNC-V2_040-P02,HNC-V2_040-P01,composition,counterfactual_only,0.310455918312,0.307788670063,0.002667248249,true
39,HNQ-V2_040,V2_040,ood_palette,bajo,HNC-V2_040-P02,HNC-V2_040-P03,palette_id,global_overlap,0.310455918312,0.173677965999,0.136777952313,true
39,HNQ-V2_040,V2_040,ood_palette,bajo,HNC-V2_040-P02,HNC-V2_040-P04,motif,counterfactual_only,0.310455918312,0.323462605476,-0.013006687164,false
39,HNQ-V2_040,V2_040,ood_palette,bajo,HNC-V2_040-P02,HNC-V2_040-P05,orientation,counterfactual_only,0.310455918312,0.313370645046,-0.002914726734,false
40,HNQ-V2_041,V2_041,ood_palette,alto,HNC-V2_041-P05,HNC-V2_041-P01,motif,counterfactual_only,0.343252420425,0.330626547337,0.012625873089,true
40,HNQ-V2_041,V2_041,ood_palette,alto,HNC-V2_041-P05,HNC-V2_041-P02,orientation,counterfactual_only,0.343252420425,0.302879542112,0.040372878313,true
40,HNQ-V2_041,V2_041,ood_palette,alto,HNC-V2_041-P05,HNC-V2_041-P03,composition,counterfactual_only,0.343252420425,0.344187885523,-0.000935465097,false
40,HNQ-V2_041,V2_041,ood_palette,alto,HNC-V2_041-P05,HNC-V2_041-P04,symmetry,counterfactual_only,0.343252420425,0.313344061375,0.029908359051,true
41,HNQ-V2_042,V2_042,ood_palette,alto,HNC-V2_042-P02,HNC-V2_042-P01,orientation,counterfactual_only,0.314505934715,0.274299561977,0.040206372738,true
41,HNQ-V2_042,V2_042,ood_palette,alto,HNC-V2_042-P02,HNC-V2_042-P03,composition,counterfactual_only,0.314505934715,0.318665266037,-0.004159331322,false
41,HNQ-V2_042,V2_042,ood_palette,alto,HNC-V2_042-P02,HNC-V2_042-P04,symmetry,counterfactual_only,0.314505934715,0.282037794590,0.032468140125,true
41,HNQ-V2_042,V2_042,ood_palette,alto,HNC-V2_042-P02,HNC-V2_042-P05,palette_id,global_overlap,0.314505934715,0.197340771556,0.117165163159,true
