query_index,query_id,rank,candidate_id,candidate_position,text_row_index,score,is_positive,relevance_label,candidate_role,changed_attribute,negative_type,is_global_positive_text,is_negative_global_overlap
16,HNQ-V2_017,4,HNC-V2_017-P03,3,368,0.283152222633,false,0,hard_negative,orientation,counterfactual_only,false,false
16,HNQ-V2_017,5,HNC-V2_017-P01,1,85,0.267678618431,false,0,hard_negative,palette_id,global_overlap,true,true
17,HNQ-V2_018,1,HNC-V2_018-P04,4,85,0.293968379498,true,1,positive,,not_applicable,true,false
17,HNQ-V2_018,2,HNC-V2_018-P01,1,371,0.293252438307,false,0,hard_negative,motif,counterfactual_only,false,false
17,HNQ-V2_018,3,HNC-V2_018-P03,3,373,0.288758397102,false,0,hard_negative,symmetry,counterfactual_only,false,false
17,HNQ-V2_018,4,HNC-V2_018-P02,2,372,0.287947624922,false,0,hard_negative,composition,counterfactual_only,false,false
17,HNQ-V2_018,5,HNC-V2_018-P05,5,90,0.205119237304,false,0,hard_negative,palette_id,global_overlap,true,true
18,HNQ-V2_019,1,HNC-V2_019-P01,1,90,0.291442334652,true,1,positive,,not_applicable,true,false
18,HNQ-V2_019,2,HNC-V2_019-P05,5,376,0.288939595222,false,0,hard_negative,motif,counterfactual_only,false,false
18,HNQ-V2_019,3,HNC-V2_019-P03,3,375,0.286629915237,false,0,hard_negative,symmetry,counterfactual_only,false,false
18,HNQ-V2_019,4,HNC-V2_019-P02,2,374,0.278940081596,false,0,hard_negative,orientation,counterfactual_only,false,false
18,HNQ-V2_019,5,HNC-V2_019-P04,4,95,0.179946780205,false,0,hard_negative,palette_id,global_overlap,true,true
19,HNQ-V2_020,1,HNC-V2_020-P03,3,95,0.329576432705,true,1,positive,,not_applicable,true,false
19,HNQ-V2_020,2,HNC-V2_020-P04,4,378,0.325133800507,false,0,hard_negative,motif,counterfactual_only,false,false
19,HNQ-V2_020,3,HNC-V2_020-P01,1,377,0.319465994835,false,0,hard_negative,composition,counterfactual_only,false,false
19,HNQ-V2_020,4,HNC-V2_020-P05,5,379,0.319259166718,false,0,hard_negative,orientation,counterfactual_only,false,false
19,HNQ-V2_020,5,HNC-V2_020-P02,2,180,0.265844762325,false,0,hard_negative,palette_id,global_overlap,true,true
20,HNQ-V2_021,1,HNC-V2_021-P02,2,380,0.345542043447,false,0,hard_negative,motif,counterfactual_only,false,false
20,HNQ-V2_021,2,HNC-V2_021-P03,3,381,0.325609326363,false,0,hard_negative,orientation,counterfactual_only,false,false
20,HNQ-V2_021,3,HNC-V2_021-P01,1,100,0.323116242886,true,1,positive,,not_applicable,true,false
20,HNQ-V2_021,4,HNC-V2_021-P05,5,383,0.322640419006,false,0,hard_negative,symmetry,counterfactual_only,false,false
20,HNQ-V2_021,5,HNC-V2_021-P04,4,382,0.319184064865,false,0,hard_negative,composition,counterfactual_only,false,false
21,HNQ-V2_022,1,HNC-V2_022-P01,1,384,0.329700708389,false,0,hard_negative,orientation,counterfactual_only,false,false
21,HNQ-V2_022,2,HNC-V2_022-P04,4,386,0.322558224201,false,0,hard_negative,symmetry,counterfactual_only,false,false
21,HNQ-V2_022,3,HNC-V2_022-P03,3,105,0.321680843830,true,1,positive,,not_applicable,true,false
21,HNQ-V2_022,4,HNC-V2_022-P02,2,385,0.317237019539,false,0,hard_negative,composition,counterfactual_only,false,false
21,HNQ-V2_022,5,HNC-V2_022-P05,5,110,0.258524030447,false,0,hard_negative,palette_id,global_overlap,true,true
22,HNQ-V2_023,1,HNC-V2_023-P04,4,389,0.313709259033,false,0,hard_negative,motif,counterfactual_only,false,false
22,HNQ-V2_023,2,HNC-V2_023-P05,5,110,0.293048202991,true,1,positive,,not_applicable,true,false
22,HNQ-V2_023,3,HNC-V2_023-P01,1,387,0.291988998652,false,0,hard_negative,composition,counterfactual_only,false,false
22,HNQ-V2_023,4,HNC-V2_023-P02,2,388,0.288985550404,false,0,hard_negative,symmetry,counterfactual_only,false,false
22,HNQ-V2_023,5,HNC-V2_023-P03,3,115,0.183410406113,false,0,hard_negative,palette_id,global_overlap,true,true
23,HNQ-V2_024,1,HNC-V2_024-P04,4,391,0.323697149754,false,0,hard_negative,motif,counterfactual_only,false,false
23,HNQ-V2_024,2,HNC-V2_024-P05,5,392,0.306472867727,false,0,hard_negative,orientation,counterfactual_only,false,false
23,HNQ-V2_024,3,HNC-V2_024-P02,2,115,0.305488646030,true,1,positive,,not_applicable,true,false
23,HNQ-V2_024,4,HNC-V2_024-P01,1,390,0.297914922237,false,0,hard_negative,symmetry,counterfactual_only,false,false
23,HNQ-V2_024,5,HNC-V2_024-P03,3,120,0.178566426039,false,0,hard_negative,palette_id,global_overlap,true,true
24,HNQ-V2_025,1,HNC-V2_025-P02,2,393,0.327923566103,false,0,hard_negative,motif,counterfactual_only,false,false
24,HNQ-V2_025,2,HNC-V2_025-P03,3,394,0.311794012785,false,0,hard_negative,orientation,counterfactual_only,false,false
24,HNQ-V2_025,3,HNC-V2_025-P04,4,120,0.306915730238,true,1,positive,,not_applicable,true,false
24,HNQ-V2_025,4,HNC-V2_025-P05,5,395,0.303012430668,false,0,hard_negative,composition,counterfactual_only,false,false
24,HNQ-V2_025,5,HNC-V2_025-P01,1,190,0.222989872098,false,0,hard_negative,palette_id,global_overlap,true,true
25,HNQ-V2_026,1,HNC-V2_026-P03,3,397,0.318497508764,false,0,hard_negative,composition,counterfactual_only,false,false
25,HNQ-V2_026,2,HNC-V2_026-P02,2,125,0.313869118690,true,1,positive,,not_applicable,true,false
25,HNQ-V2_026,3,HNC-V2_026-P05,5,399,0.305288374424,false,0,hard_negative,motif,counterfactual_only,false,false
25,HNQ-V2_026,4,HNC-V2_026-P04,4,398,0.279479920864,false,0,hard_negative,symmetry,counterfactual_only,false,false
25,HNQ-V2_026,5,HNC-V2_026-P01,1,396,0.269478023052,false,0,hard_negative,orientation,counterfactual_only,false,false
26,HNQ-V2_027,1,HNC-V2_027-P01,1,400,0.341005116701,false,0,hard_negative,composition,counterfactual_only,false,false
26,HNQ-V2_027,2,HNC-V2_027-P04,4,130,0.336844861507,true,1,positive,,not_applicable,true,false
26,HNQ-V2_027,3,HNC-V2_027-P02,2,401,0.304777950048,false,0,hard_negative,symmetry,counterfactual_only,false,false
26,HNQ-V2_027,4,HNC-V2_027-P05,5,402,0.296601474285,false,0,hard_negative,orientation,counterfactual_only,false,false
26,HNQ-V2_027,5,HNC-V2_027-P03,3,135,0.284395277500,false,0,hard_negative,palette_id,global_overlap,true,true
27,HNQ-V2_028,1,HNC-V2_028-P05,5,405,0.304106473923,false,0,hard_negative,composition,counterfactual_only,false,false
27,HNQ-V2_028,2,HNC-V2_028-P01,1,135,0.302243560553,true,1,positive,,not_applicable,true,false
27,HNQ-V2_028,3,HNC-V2_028-P04,4,404,0.295515209436,false,0,hard_negative,motif,counterfactual_only,false,false
27,HNQ-V2_028,4,HNC-V2_028-P02,2,403,0.269019246101,false,0,hard_negative,symmetry,counterfactual_only,false,false
27,HNQ-V2_028,5,HNC-V2_028-P03,3,140,0.198650300503,false,0,hard_negative,palette_id,global_overlap,true,true
28,HNQ-V2_029,1,HNC-V2_029-P03,3,140,0.298220574856,true,1,positive,,not_applicable,true,false
28,HNQ-V2_029,2,HNC-V2_029-P02,2,406,0.284954726696,false,0,hard_negative,motif,counterfactual_only,false,false
28,HNQ-V2_029,3,HNC-V2_029-P05,5,408,0.257606774569,false,0,hard_negative,symmetry,counterfactual_only,false,false
28,HNQ-V2_029,4,HNC-V2_029-P04,4,407,0.250443756580,false,0,hard_negative,orientation,counterfactual_only,false,false
28,HNQ-V2_029,5,HNC-V2_029-P01,1,145,0.194666773081,false,0,hard_negative,palette_id,global_overlap,true,true
29,HNQ-V2_030,1,HNC-V2_030-P03,3,411,0.335836708546,false,0,hard_negative,composition,counterfactual_only,false,false
29,HNQ-V2_030,2,HNC-V2_030-P05,5,145,0.331316292286,true,1,positive,,not_applicable,true,false
29,HNQ-V2_030,3,HNC-V2_030-P01,1,409,0.329185545444,false,0,hard_negative,motif,counterfactual_only,false,false
29,HNQ-V2_030,4,HNC-V2_030-P02,2,410,0.288341462612,false,0,hard_negative,orientation,counterfactual_only,false,false
29,HNQ-V2_030,5,HNC-V2_030-P04,4,200,0.247605562210,false,0,hard_negative,palette_id,global_overlap,true,true
30,HNQ-V2_031,1,HNC-V2_031-P04,4,414,0.358331203461,false,0,hard_negative,motif,counterfactual_only,false,false
30,HNQ-V2_031,2,HNC-V2_031-P05,5,160,0.353331208229,false,0,hard_negative,orientation,global_overlap,true,true
30,HNQ-V2_031,3,HNC-V2_031-P03,3,150,0.352500736713,true,1,positive,,not_applicable,true,false
30,HNQ-V2_031,4,HNC-V2_031-P02,2,413,0.347704887390,false,0,hard_negative,symmetry,counterfactual_only,false,false
30,HNQ-V2_031,5,HNC-V2_031-P01,1,412,0.344750285149,false,0,hard_negative,composition,counterfactual_only,false,false
31,HNQ-V2_032,1,HNC-V2_032-P05,5,155,0.333097934723,true,1,positive,,not_applicable,true,false
31,HNQ-V2_032,2,HNC-V2_032-P03,3,165,0.332942306995,false,0,hard_negative,orientation,global_overlap,true,true
31,HNQ-V2_032,3,HNC-V2_032-P04,4,416,0.329373896122,false,0,hard_negative,composition,counterfactual_only,false,false
31,HNQ-V2_032,4,HNC-V2_032-P01,1,415,0.328964948654,false,0,hard_negative,symmetry,counterfactual_only,false,false
31,HNQ-V2_032,5,HNC-V2_032-P02,2,0,0.201503381133,false,0,hard_negative,palette_id,global_overlap,true,true
32,HNQ-V2_033,1,HNC-V2_033-P03,3,417,0.347088754177,false,0,hard_negative,motif,counterfactual_only,false,false
32,HNQ-V2_033,2,HNC-V2_033-P02,2,160,0.347010642290,true,1,positive,,not_applicable,true,false
32,HNQ-V2_033,3,HNC-V2_033-P05,5,419,0.339429080486,false,0,hard_negative,symmetry,counterfactual_only,false,false
32,HNQ-V2_033,4,HNC-V2_033-P04,4,418,0.336629867554,false,0,hard_negative,composition,counterfactual_only,false,false
32,HNQ-V2_033,5,HNC-V2_033-P01,1,165,0.175541609526,false,0,hard_negative,palette_id,global_overlap,true,true
33,HNQ-V2_034,1,HNC-V2_034-P01,1,420,0.354210197926,false,0,hard_negative,motif,counterfactual_only,false,false
33,HNQ-V2_034,2,HNC-V2_034-P04,4,165,0.350516974926,true,1,positive,,not_applicable,true,false
33,HNQ-V2_034,3,HNC-V2_034-P03,3,422,0.345844268799,false,0,hard_negative,symmetry,counterfactual_only,false,false
33,HNQ-V2_034,4,HNC-V2_034-P02,2,421,0.334475874901,false,0,hard_negative,orientation,counterfactual_only,false,false
33,HNQ-V2_034,5,HNC-V2_034-P05,5,25,0.204856753349,false,0,hard_negative,palette_id,global_overlap,true,true
34,HNQ-V2_035,1,HNC-V2_035-P01,1,170,0.351087719202,true,1,positive,,not_applicable,true,false
34,HNQ-V2_035,2,HNC-V2_035-P05,5,425,0.349134564400,false,0,hard_negative,motif,counterfactual_only,false,false
34,HNQ-V2_035,3,HNC-V2_035-P03,3,424,0.342516124249,false,0,hard_negative,composition,counterfactual_only,false,false
34,HNQ-V2_035,4,HNC-V2_035-P02,2,423,0.340810537338,false,0,hard_negative,orientation,counterfactual_only,false,false
34,HNQ-V2_035,5,HNC-V2_035-P04,4,175,0.168207913637,false,0,hard_negative,palette_id,global_overlap,true,true
35,HNQ-V2_036,1,HNC-V2_036-P02,2,427,0.358573108912,false,0,hard_negative,motif,counterfactual_only,false,false
35,HNQ-V2_036,2,HNC-V2_036-P04,4,175,0.351180762053,true,1,positive,,not_applicable,true,false
35,HNQ-V2_036,3,HNC-V2_036-P01,1,426,0.350924730301,false,0,hard_negative,symmetry,counterfactual_only,false,false
35,HNQ-V2_036,4,HNC-V2_036-P05,5,429,0.347691416740,false,0,hard_negative,composition,counterfactual_only,false,false
35,HNQ-V2_036,5,HNC-V2_036-P03,3,428,0.344345599413,false,0,hard_negative,orientation,counterfactual_only,false,false
36,HNQ-V2_037,1,HNC-V2_037-P01,1,180,0.320379942656,true,1,positive,,not_applicable,true,false
36,HNQ-V2_037,2,HNC-V2_037-P05,5,432,0.319488435984,false,0,hard_negative,symmetry,counterfactual_only,false,false
36,HNQ-V2_037,3,HNC-V2_037-P04,4,431,0.312735438347,false,0,hard_negative,composition,counterfactual_only,false,false
36,HNQ-V2_037,4,HNC-V2_037-P03,3,430,0.310286521912,false,0,hard_negative,orientation,counterfactual_only,false,false
36,HNQ-V2_037,5,HNC-V2_037-P02,2,185,0.172001674771,false,0,hard_negative,palette_id,global_overlap,true,true
37,HNQ-V2_038,1,HNC-V2_038-P03,3,185,0.315116167068,true,1,positive,,not_applicable,true,false
37,HNQ-V2_038,2,HNC-V2_038-P01,1,433,0.313176810741,false,0,hard_negative,motif,counterfactual_only,false,false
37,HNQ-V2_038,3,HNC-V2_038-P04,4,435,0.312853932381,false,0,hard_negative,symmetry,counterfactual_only,false,false
37,HNQ-V2_038,4,HNC-V2_038-P02,2,434,0.302188575268,false,0,hard_negative,composition,counterfactual_only,false,false
37,HNQ-V2_038,5,HNC-V2_038-P05,5,75,0.210282802582,false,0,hard_negative,palette_id,global_overlap,true,true
38,HNQ-V2_039,1,HNC-V2_039-P04,4,438,0.331112861633,false,0,hard_negative,motif,counterfactual_only,false,false
38,HNQ-V2_039,2,HNC-V2_039-P01,1,436,0.309934437275,false,0,hard_negative,orientation,counterfactual_only,false,false
38,HNQ-V2_039,3,HNC-V2_039-P05,5,190,0.307702660561,true,1,positive,,not_applicable,true,false
38,HNQ-V2_039,4,HNC-V2_039-P02,2,437,0.304082989693,false,0,hard_negative,symmetry,counterfactual_only,false,false
38,HNQ-V2_039,5,HNC-V2_039-P03,3,195,0.136700108647,false,0,hard_negative,palette_id,global_overlap,true,true
39,HNQ-V2_040,1,HNC-V2_040-P04,4,440,0.323462605476,false,0,hard_negative,motif,counterfactual_only,false,false
39,HNQ-V2_040,2,HNC-V2_040-P05,5,441,0.313370645046,false,0,hard_negative,orientation,counterfactual_only,false,false
39,HNQ-V2_040,3,HNC-V2_040-P02,2,195,0.310455918312,true,1,positive,,not_applicable,true,false
39,HNQ-V2_040,4,HNC-V2_040-P01,1,439,0.307788670063,false,0,hard_negative,composition,counterfactual_only,false,false
39,HNQ-V2_040,5,HNC-V2_040-P03,3,100,0.173677965999,false,0,hard_negative,palette_id,global_overlap,true,true
40,HNQ-V2_041,1,HNC-V2_041-P03,3,444,0.344187885523,false,0,hard_negative,composition,counterfactual_only,false,false
40,HNQ-V2_041,2,HNC-V2_041-P05,5,200,0.343252420425,true,1,positive,,not_applicable,true,false
40,HNQ-V2_041,3,HNC-V2_041-P01,1,442,0.330626547337,false,0,hard_negative,motif,counterfactual_only,false,false
40,HNQ-V2_041,4,HNC-V2_041-P04,4,445,0.313344061375,false,0,hard_negative,symmetry,counterfactual_only,false,false
40,HNQ-V2_041,5,HNC-V2_041-P02,2,443,0.302879542112,false,0,hard_negative,orientation,counterfactual_only,false,false
41,HNQ-V2_042,1,HNC-V2_042-P03,3,447,0.318665266037,false,0,hard_negative,composition,counterfactual_only,false,false
41,HNQ-V2_042,2,HNC-V2_042-P02,2,205,0.314505934715,true,1,positive,,not_applicable,true,false
41,HNQ-V2_042,3,HNC-V2_042-P04,4,448,0.282037794590,false,0,hard_negative,symmetry,counterfactual_only,false,false
41,HNQ-V2_042,4,HNC-V2_042-P01,1,446,0.274299561977,false,0,hard_negative,orientation,counterfactual_only,false,false
41,HNQ-V2_042,5,HNC-V2_042-P05,5,125,0.197340771556,false,0,hard_negative,palette_id,global_overlap,true,true
42,HNQ-V2_043,1,HNC-V2_043-P04,4,210,0.328270047903,true,1,positive,,not_applicable,true,false
42,HNQ-V2_043,2,HNC-V2_043-P05,5,451,0.324502885342,false,0,hard_negative,motif,counterfactual_only,false,false
42,HNQ-V2_043,3,HNC-V2_043-P01,1,449,0.321571886539,false,0,hard_negative,composition,counterfactual_only,false,false
42,HNQ-V2_043,4,HNC-V2_043-P02,2,450,0.319423913956,false,0,hard_negative,symmetry,counterfactual_only,false,false
42,HNQ-V2_043,5,HNC-V2_043-P03,3,215,0.258435100317,false,0,hard_negative,palette_id,global_overlap,true,true
43,HNQ-V2_044,1,HNC-V2_044-P01,1,215,0.308489412069,true,1,positive,,not_applicable,true,false
43,HNQ-V2_044,2,HNC-V2_044-P04,4,453,0.305811464787,false,0,hard_negative,motif,counterfactual_only,false,false
43,HNQ-V2_044,3,HNC-V2_044-P02,2,452,0.303500354290,false,0,hard_negative,symmetry,counterfactual_only,false,false
43,HNQ-V2_044,4,HNC-V2_044-P05,5,454,0.291976869106,false,0,hard_negative,orientation,counterfactual_only,false,false
43,HNQ-V2_044,5,HNC-V2_044-P03,3,220,0.265767097473,false,0,hard_negative,palette_id,global_overlap,true,true
44,HNQ-V2_045,1,HNC-V2_045-P03,3,220,0.293083339930,true,1,positive,,not_applicable,true,false
44,HNQ-V2_045,2,HNC-V2_045-P02,2,455,0.291527807713,false,0,hard_negative,motif,counterfactual_only,false,false
44,HNQ-V2_045,3,HNC-V2_045-P05,5,457,0.282298684120,false,0,hard_negative,composition,counterfactual_only,false,false
44,HNQ-V2_045,4,HNC-V2_045-P04,4,456,0.270572543144,false,0,hard_negative,orientation,counterfactual_only,false,false
44,HNQ-V2_045,5,HNC-V2_045-P01,1,225,0.207592815161,false,0,hard_negative,palette_id,global_overlap,true,true
45,HNQ-V2_046,1,HNC-V2_046-P01,1,225,0.287164688110,true,1,positive,,not_applicable,true,false
