raw_row_index,condition,image_variant,text_variant,condition_query_index,group_index,group_query_index,query_id,source_id,text_row_index,colorless_caption_id,structure_id,template_id,is_canonical,regime,pattern_id,motif,orientation,composition,symmetry,relevant_count,first_relevant_rank,top1_image_id,top1_score,best_relevant_score,best_nonrelevant_score,best_relevant_margin,structural_hit_at_1,structural_hit_at_5,structural_fractional_recall_at_5,structural_mrr,structural_ndcg_at_10
10,original_image_full_caption,original,full_caption,10,0,2,CAP-V2_003-TPL_01,positivos,10,SCAP-A3FE31524DCA0243-TPL_01,STR-A3FE31524DCA0243,TPL_01,true,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,2,V2_008,0.348789632320,0.335728734732,0.348789632320,-0.013060897589,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.173427656988
11,original_image_full_caption,original,full_caption,11,1,2,CAP-V2_003-TPL_02,positivos,11,SCAP-A3FE31524DCA0243-TPL_02,STR-A3FE31524DCA0243,TPL_02,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,2,V2_028,0.325777053833,0.314760744572,0.325777053833,-0.011016309261,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.173427656988
12,original_image_full_caption,original,full_caption,12,2,2,CAP-V2_003-TPL_03,positivos,12,SCAP-A3FE31524DCA0243-TPL_03,STR-A3FE31524DCA0243,TPL_03,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,3,V2_028,0.326543450356,0.322335422039,0.326543450356,-0.004208028316,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
13,original_image_full_caption,original,full_caption,13,3,2,CAP-V2_003-TPL_04,positivos,13,SCAP-A3FE31524DCA0243-TPL_04,STR-A3FE31524DCA0243,TPL_04,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,1,V2_003,0.325080335140,0.325080335140,0.306127965450,0.018952369690,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.361590161408
14,original_image_full_caption,original,full_caption,14,4,2,CAP-V2_003-TPL_05,positivos,14,SCAP-A3FE31524DCA0243-TPL_05,STR-A3FE31524DCA0243,TPL_05,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,1,V2_003,0.335055470467,0.335055470467,0.328909993172,0.006145477295,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.274876332914
15,original_image_full_caption,original,full_caption,15,0,3,CAP-V2_004-TPL_01,positivos,15,SCAP-A3FE31524DCA0243-TPL_01,STR-A3FE31524DCA0243,TPL_01,true,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,3,V2_014,0.322224646807,0.313583195210,0.322224646807,-0.008641451597,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
16,original_image_full_caption,original,full_caption,16,1,3,CAP-V2_004-TPL_02,positivos,16,SCAP-A3FE31524DCA0243-TPL_02,STR-A3FE31524DCA0243,TPL_02,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,4,V2_024,0.307851105928,0.288740336895,0.307851105928,-0.019110769033,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
17,original_image_full_caption,original,full_caption,17,2,3,CAP-V2_004-TPL_03,positivos,17,SCAP-A3FE31524DCA0243-TPL_03,STR-A3FE31524DCA0243,TPL_03,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,4,V2_029,0.304731160402,0.280424654484,0.304731160402,-0.024306505919,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
18,original_image_full_caption,original,full_caption,18,3,3,CAP-V2_004-TPL_04,positivos,18,SCAP-A3FE31524DCA0243-TPL_04,STR-A3FE31524DCA0243,TPL_04,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,1,V2_004,0.279100894928,0.279100894928,0.278775334358,0.000325560570,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.274876332914
19,original_image_full_caption,original,full_caption,19,4,3,CAP-V2_004-TPL_05,positivos,19,SCAP-A3FE31524DCA0243-TPL_05,STR-A3FE31524DCA0243,TPL_05,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,1,V2_004,0.320192247629,0.320192247629,0.302956104279,0.017236143351,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.274876332914
20,original_image_full_caption,original,full_caption,20,0,4,CAP-V2_005-TPL_01,positivos,20,SCAP-A3FE31524DCA0243-TPL_01,STR-A3FE31524DCA0243,TPL_01,true,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,2,V2_015,0.360274165869,0.353165864944,0.360274165869,-0.007108300924,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.335630757726
21,original_image_full_caption,original,full_caption,21,1,4,CAP-V2_005-TPL_02,positivos,21,SCAP-A3FE31524DCA0243-TPL_02,STR-A3FE31524DCA0243,TPL_02,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,4,V2_030,0.344659775496,0.292437195778,0.344659775496,-0.052222579718,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
22,original_image_full_caption,original,full_caption,22,2,4,CAP-V2_005-TPL_03,positivos,22,SCAP-A3FE31524DCA0243-TPL_03,STR-A3FE31524DCA0243,TPL_03,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,3,V2_030,0.358123064041,0.302583724260,0.358123064041,-0.055539339781,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
23,original_image_full_caption,original,full_caption,23,3,4,CAP-V2_005-TPL_04,positivos,23,SCAP-A3FE31524DCA0243-TPL_04,STR-A3FE31524DCA0243,TPL_04,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,3,V2_015,0.335982561111,0.315432250500,0.335982561111,-0.020550310612,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.229063610762
24,original_image_full_caption,original,full_caption,24,4,4,CAP-V2_005-TPL_05,positivos,24,SCAP-A3FE31524DCA0243-TPL_05,STR-A3FE31524DCA0243,TPL_05,false,base_pattern,bands_horizontal,bandas geométricas,horizontal,bandas,repetitiva,7,3,V2_030,0.349335074425,0.343601375818,0.349335074425,-0.005733698606,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.308520690195
25,original_image_full_caption,original,full_caption,25,5,0,CAP-V2_006-TPL_01,positivos,25,SCAP-390DD4719A974C7E-TPL_01,STR-390DD4719A974C7E,TPL_01,true,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,2,V2_011,0.354999423027,0.351220697165,0.354999423027,-0.003778725863,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.260141485482
26,original_image_full_caption,original,full_caption,26,6,0,CAP-V2_006-TPL_02,positivos,26,SCAP-390DD4719A974C7E-TPL_02,STR-390DD4719A974C7E,TPL_02,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_011,0.339359700680,0.313307762146,0.339359700680,-0.026051938534,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
27,original_image_full_caption,original,full_caption,27,7,0,CAP-V2_006-TPL_03,positivos,27,SCAP-390DD4719A974C7E-TPL_03,STR-390DD4719A974C7E,TPL_03,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_011,0.339565336704,0.322546571493,0.339565336704,-0.017018765211,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
28,original_image_full_caption,original,full_caption,28,8,0,CAP-V2_006-TPL_04,positivos,28,SCAP-390DD4719A974C7E-TPL_04,STR-390DD4719A974C7E,TPL_04,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_011,0.326120495796,0.311577767134,0.326120495796,-0.014542728662,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
29,original_image_full_caption,original,full_caption,29,9,0,CAP-V2_006-TPL_05,positivos,29,SCAP-390DD4719A974C7E-TPL_05,STR-390DD4719A974C7E,TPL_05,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,1,V2_006,0.348100930452,0.348100930452,0.342596024275,0.005504906178,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.357622354220
30,original_image_full_caption,original,full_caption,30,5,1,CAP-V2_007-TPL_01,positivos,30,SCAP-390DD4719A974C7E-TPL_01,STR-390DD4719A974C7E,TPL_01,true,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_012,0.366772711277,0.357411265373,0.366772711277,-0.009361445904,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.137438166457
31,original_image_full_caption,original,full_caption,31,6,1,CAP-V2_007-TPL_02,positivos,31,SCAP-390DD4719A974C7E-TPL_02,STR-390DD4719A974C7E,TPL_02,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,4,V2_012,0.356869041920,0.328755319118,0.356869041920,-0.028113722801,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
32,original_image_full_caption,original,full_caption,32,7,1,CAP-V2_007-TPL_03,positivos,32,SCAP-390DD4719A974C7E-TPL_03,STR-390DD4719A974C7E,TPL_03,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,4,V2_012,0.370864003897,0.324479877949,0.370864003897,-0.046384125948,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
33,original_image_full_caption,original,full_caption,33,8,1,CAP-V2_007-TPL_04,positivos,33,SCAP-390DD4719A974C7E-TPL_04,STR-390DD4719A974C7E,TPL_04,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,5,V2_012,0.329205930233,0.295247137547,0.329205930233,-0.033958792686,0.000000000000,1.000000000000,0.142857142857,0.200000000000,0.106336681030
34,original_image_full_caption,original,full_caption,34,9,1,CAP-V2_007-TPL_05,positivos,34,SCAP-390DD4719A974C7E-TPL_05,STR-390DD4719A974C7E,TPL_05,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_002,0.361467331648,0.349831968546,0.361467331648,-0.011635363102,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.216895245890
35,original_image_full_caption,original,full_caption,35,5,2,CAP-V2_008-TPL_01,positivos,35,SCAP-390DD4719A974C7E-TPL_01,STR-390DD4719A974C7E,TPL_01,true,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,1,V2_008,0.356800109148,0.356800109148,0.337784290314,0.019015818834,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.366501777219
36,original_image_full_caption,original,full_caption,36,6,2,CAP-V2_008-TPL_02,positivos,36,SCAP-390DD4719A974C7E-TPL_02,STR-390DD4719A974C7E,TPL_02,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,2,V2_028,0.323046892881,0.318872779608,0.323046892881,-0.004174113274,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.173427656988
37,original_image_full_caption,original,full_caption,37,7,2,CAP-V2_008-TPL_03,positivos,37,SCAP-390DD4719A974C7E-TPL_03,STR-390DD4719A974C7E,TPL_03,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,1,V2_008,0.338255554438,0.338255554438,0.333170294762,0.005085259676,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.274876332914
38,original_image_full_caption,original,full_caption,38,8,2,CAP-V2_008-TPL_04,positivos,38,SCAP-390DD4719A974C7E-TPL_04,STR-390DD4719A974C7E,TPL_04,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,2,V2_003,0.332148998976,0.320120722055,0.332148998976,-0.012028276920,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.252884736421
39,original_image_full_caption,original,full_caption,39,9,2,CAP-V2_008-TPL_05,positivos,39,SCAP-390DD4719A974C7E-TPL_05,STR-390DD4719A974C7E,TPL_05,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,1,V2_008,0.343335449696,0.343335449696,0.339543908834,0.003791540861,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.354333412347
40,original_image_full_caption,original,full_caption,40,5,3,CAP-V2_009-TPL_01,positivos,40,SCAP-390DD4719A974C7E-TPL_01,STR-390DD4719A974C7E,TPL_01,true,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,2,V2_014,0.327716082335,0.327648013830,0.327716082335,-0.000068068504,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.342887506788
41,original_image_full_caption,original,full_caption,41,6,3,CAP-V2_009-TPL_02,positivos,41,SCAP-390DD4719A974C7E-TPL_02,STR-390DD4719A974C7E,TPL_02,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,4,V2_024,0.309053540230,0.301213562489,0.309053540230,-0.007839977741,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
42,original_image_full_caption,original,full_caption,42,7,3,CAP-V2_009-TPL_03,positivos,42,SCAP-390DD4719A974C7E-TPL_03,STR-390DD4719A974C7E,TPL_03,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,5,V2_029,0.320004642010,0.288650065660,0.320004642010,-0.031354576349,0.000000000000,1.000000000000,0.142857142857,0.200000000000,0.106336681030
43,original_image_full_caption,original,full_caption,43,8,3,CAP-V2_009-TPL_04,positivos,43,SCAP-390DD4719A974C7E-TPL_04,STR-390DD4719A974C7E,TPL_04,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,5,V2_014,0.290868729353,0.275208592415,0.290868729353,-0.015660136938,0.000000000000,1.000000000000,0.142857142857,0.200000000000,0.189082702336
44,original_image_full_caption,original,full_caption,44,9,3,CAP-V2_009-TPL_05,positivos,44,SCAP-390DD4719A974C7E-TPL_05,STR-390DD4719A974C7E,TPL_05,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,2,V2_004,0.323832631111,0.314419895411,0.323832631111,-0.009412735701,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.339598564915
45,original_image_full_caption,original,full_caption,45,5,4,CAP-V2_010-TPL_01,positivos,45,SCAP-390DD4719A974C7E-TPL_01,STR-390DD4719A974C7E,TPL_01,true,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,2,V2_015,0.364808261395,0.356067419052,0.364808261395,-0.008740842342,0.000000000000,1.000000000000,0.142857142857,0.500000000000,0.442423106076
46,original_image_full_caption,original,full_caption,46,6,4,CAP-V2_010-TPL_02,positivos,46,SCAP-390DD4719A974C7E-TPL_02,STR-390DD4719A974C7E,TPL_02,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_030,0.348973959684,0.297754168510,0.348973959684,-0.051219791174,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.216895245890
47,original_image_full_caption,original,full_caption,47,7,4,CAP-V2_010-TPL_03,positivos,47,SCAP-390DD4719A974C7E-TPL_03,STR-390DD4719A974C7E,TPL_03,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_030,0.367539405823,0.320458412170,0.367539405823,-0.047080993652,0.000000000000,1.000000000000,0.142857142857,0.333333333333,0.216895245890
48,original_image_full_caption,original,full_caption,48,8,4,CAP-V2_010-TPL_04,positivos,48,SCAP-390DD4719A974C7E-TPL_04,STR-390DD4719A974C7E,TPL_04,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,4,V2_015,0.344141662121,0.310400247574,0.344141662121,-0.033741414547,0.000000000000,1.000000000000,0.142857142857,0.250000000000,0.118382792955
49,original_image_full_caption,original,full_caption,49,9,4,CAP-V2_010-TPL_05,positivos,49,SCAP-390DD4719A974C7E-TPL_05,STR-390DD4719A974C7E,TPL_05,false,base_pattern,bands_vertical,bandas geométricas,vertical,bandas,repetitiva,7,3,V2_015,0.360471218824,0.349414736032,0.360471218824,-0.011056482792,0.000000000000,1.000000000000,0.285714285714,0.333333333333,0.323231926920
50,original_image_full_caption,original,full_caption,50,10,0,CAP-V2_011-TPL_01,positivos,50,SCAP-83B17E3514D80A83-TPL_01,STR-83B17E3514D80A83,TPL_01,true,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_011,0.350548684597,0.350548684597,0.324420332909,0.026128351688,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.361590161408
51,original_image_full_caption,original,full_caption,51,11,0,CAP-V2_011-TPL_02,positivos,51,SCAP-83B17E3514D80A83-TPL_02,STR-83B17E3514D80A83,TPL_02,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_011,0.337546885014,0.337546885014,0.304480522871,0.033066362143,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.357622354220
52,original_image_full_caption,original,full_caption,52,12,0,CAP-V2_011-TPL_03,positivos,52,SCAP-83B17E3514D80A83-TPL_03,STR-83B17E3514D80A83,TPL_03,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_011,0.354579061270,0.354579061270,0.323519408703,0.031059652567,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.361590161408
53,original_image_full_caption,original,full_caption,53,13,0,CAP-V2_011-TPL_04,positivos,53,SCAP-83B17E3514D80A83-TPL_04,STR-83B17E3514D80A83,TPL_04,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_011,0.325653254986,0.325653254986,0.282589018345,0.043064236641,1.000000000000,1.000000000000,0.285714285714,1.000000000000,0.460670093377
54,original_image_full_caption,original,full_caption,54,14,0,CAP-V2_011-TPL_05,positivos,54,SCAP-83B17E3514D80A83-TPL_05,STR-83B17E3514D80A83,TPL_05,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_011,0.349715888500,0.349715888500,0.339501023293,0.010214865208,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.274876332914
55,original_image_full_caption,original,full_caption,55,10,1,CAP-V2_012-TPL_01,positivos,55,SCAP-83B17E3514D80A83-TPL_01,STR-83B17E3514D80A83,TPL_01,true,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_012,0.356498926878,0.356498926878,0.340330362320,0.016168564558,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.357622354220
56,original_image_full_caption,original,full_caption,56,11,1,CAP-V2_012-TPL_02,positivos,56,SCAP-83B17E3514D80A83-TPL_02,STR-83B17E3514D80A83,TPL_02,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_012,0.345361232758,0.345361232758,0.342750966549,0.002610266209,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.452246337697
57,original_image_full_caption,original,full_caption,57,12,1,CAP-V2_012-TPL_03,positivos,57,SCAP-83B17E3514D80A83-TPL_03,STR-83B17E3514D80A83,TPL_03,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_012,0.369493544102,0.369493544102,0.351320207119,0.018173336983,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.444336182714
58,original_image_full_caption,original,full_caption,58,13,1,CAP-V2_012-TPL_04,positivos,58,SCAP-83B17E3514D80A83-TPL_04,STR-83B17E3514D80A83,TPL_04,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_012,0.327219247818,0.327219247818,0.296127349138,0.031091898680,1.000000000000,1.000000000000,0.285714285714,1.000000000000,0.571598398669
59,original_image_full_caption,original,full_caption,59,14,1,CAP-V2_012-TPL_05,positivos,59,SCAP-83B17E3514D80A83-TPL_05,STR-83B17E3514D80A83,TPL_05,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_012,0.360399603844,0.360399603844,0.357539504766,0.002860099077,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.441047240841
60,original_image_full_caption,original,full_caption,60,10,2,CAP-V2_013-TPL_01,positivos,60,SCAP-83B17E3514D80A83-TPL_01,STR-83B17E3514D80A83,TPL_01,true,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,2,V2_008,0.325291275978,0.324513047934,0.325291275978,-0.000778228045,0.000000000000,1.000000000000,0.285714285714,0.500000000000,0.389723375294
61,original_image_full_caption,original,full_caption,61,11,2,CAP-V2_013-TPL_02,positivos,61,SCAP-83B17E3514D80A83-TPL_02,STR-83B17E3514D80A83,TPL_02,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_013,0.321474015713,0.321474015713,0.307882606983,0.013591408730,1.000000000000,1.000000000000,0.285714285714,1.000000000000,0.527761069335
62,original_image_full_caption,original,full_caption,62,12,2,CAP-V2_013-TPL_03,positivos,62,SCAP-83B17E3514D80A83-TPL_03,STR-83B17E3514D80A83,TPL_03,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_013,0.344559222460,0.344559222460,0.333037972450,0.011521250010,1.000000000000,1.000000000000,0.285714285714,1.000000000000,0.393259125870
63,original_image_full_caption,original,full_caption,63,13,2,CAP-V2_013-TPL_04,positivos,63,SCAP-83B17E3514D80A83-TPL_04,STR-83B17E3514D80A83,TPL_04,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_011,0.315133661032,0.315133661032,0.288733750582,0.026399910450,1.000000000000,1.000000000000,0.571428571429,1.000000000000,0.789991762740
64,original_image_full_caption,original,full_caption,64,14,2,CAP-V2_013-TPL_05,positivos,64,SCAP-83B17E3514D80A83-TPL_05,STR-83B17E3514D80A83,TPL_05,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,3,V2_008,0.332093536854,0.316250234842,0.332093536854,-0.015843302011,0.000000000000,1.000000000000,0.285714285714,0.333333333333,0.255820959413
65,original_image_full_caption,original,full_caption,65,10,3,CAP-V2_014-TPL_01,positivos,65,SCAP-83B17E3514D80A83-TPL_01,STR-83B17E3514D80A83,TPL_01,true,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_014,0.332291722298,0.332291722298,0.298254728317,0.034036993980,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.444336182714
66,original_image_full_caption,original,full_caption,66,11,3,CAP-V2_014-TPL_02,positivos,66,SCAP-83B17E3514D80A83-TPL_02,STR-83B17E3514D80A83,TPL_02,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_014,0.311638295650,0.311638295650,0.303881734610,0.007756561041,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.366501777219
67,original_image_full_caption,original,full_caption,67,12,3,CAP-V2_014-TPL_03,positivos,67,SCAP-83B17E3514D80A83-TPL_03,STR-83B17E3514D80A83,TPL_03,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_014,0.326441347599,0.326441347599,0.321808516979,0.004632830620,1.000000000000,1.000000000000,0.142857142857,1.000000000000,0.357622354220
68,original_image_full_caption,original,full_caption,68,13,3,CAP-V2_014-TPL_04,positivos,68,SCAP-83B17E3514D80A83-TPL_04,STR-83B17E3514D80A83,TPL_04,false,base_pattern,diamonds_central,rombos,diagonal,central,bilateral,7,1,V2_014,0.299041241407,0.299041241407,0.296295881271,0.002745360136,1.000000000000,1.000000000000,0.285714285714,1.000000000000,0.550672863744
