text_row_index,text_id,text_sha256,usage_count,first_source_id,first_record_id,text
17,TXT-0018,a34006ccde0ee1e70bfcee95a47f3d02257892049c2ff40616914da979b0bfa1,1,positivos,CAP-V2_004-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación horizontal, simetría repetitiva y una paleta blanco, negro y gris."
18,TXT-0019,c24f235542d9e6dbfab6621de3304cda6fc1611798c394947b661db8055d13db,1,positivos,CAP-V2_004-TPL_04,"Representación sintética de bandas geométricas; la orientación es horizontal, la composición es en bandas, la simetría es repetitiva y los colores son blanco, negro y gris."
19,TXT-0020,2dee1f211ff5034ba897c7c85a762339dd76b2ce50a155455d7dba11cc3844ac,1,positivos,CAP-V2_004-TPL_05,"Textura geométrica con bandas geométricas, orientación horizontal, composición en bandas, simetría repetitiva y combinación cromática blanco, negro y gris."
20,TXT-0021,adb2799492b9914413ea999edec58a5f53b8494a59aeba0ba4cc201449833575,3,positivos,CAP-V2_005-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación horizontal; composición en bandas; simetría repetitiva."
21,TXT-0022,2ce22400ab855141e748d90db6ec129d7f9b2b28022f365ad93957b546a1ca37,1,positivos,CAP-V2_005-TPL_02,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por bandas geométricas, con orientación horizontal, composición en bandas y simetría repetitiva."
22,TXT-0023,3a981b3c89d7cc11af6b701ec6211928ed447a15367c63ddbb4612fee98e0063,1,positivos,CAP-V2_005-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación horizontal, simetría repetitiva y una paleta rojo tierra, ocre, verde oscuro y azul profundo."
23,TXT-0024,383cdc1ff8ae56413708c87349e0ec6229670e42baeaca1e84e08cf0b147a8e3,1,positivos,CAP-V2_005-TPL_04,"Representación sintética de bandas geométricas; la orientación es horizontal, la composición es en bandas, la simetría es repetitiva y los colores son rojo tierra, ocre, verde oscuro y azul profundo."
24,TXT-0025,722bf74cd8410923951462fb0b554e2bf4d57538b86e9b2a3a61085d38247035,1,positivos,CAP-V2_005-TPL_05,"Textura geométrica con bandas geométricas, orientación horizontal, composición en bandas, simetría repetitiva y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo."
25,TXT-0026,37c6aa35b8bf15ef1b40b8c44f46fbadd2a5395736edae7ce78c85e8abf72787,4,positivos,CAP-V2_006-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
26,TXT-0027,e212022e3f92278302a1457e3016b9f3e454904333d4018a5f48c7fcc6ba5fe1,1,positivos,CAP-V2_006-TPL_02,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
27,TXT-0028,55e05c18fd1c9e560d014d9f1f6fdd635797efcd76d57e49efcaf2049b94ef27,1,positivos,CAP-V2_006-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta rojo oscuro, negro y crema."
28,TXT-0029,9bd9b3a60cb1483377273eacb76d7770955c449cde921176889e313ccefb298a,1,positivos,CAP-V2_006-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son rojo oscuro, negro y crema."
29,TXT-0030,f27d58be2511021f8a768d5ef01c4c59e490ef53fc4b2242815d92c98e795272,1,positivos,CAP-V2_006-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática rojo oscuro, negro y crema."
30,TXT-0031,7f8c12c6b6b9f23631236e8d578e793464df7022624cd580e5a3ee4793cfddb9,3,positivos,CAP-V2_007-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
31,TXT-0032,670ada1736d755a2274b91e16aaa63a648e64f157e467dd7450b2d27445468a6,1,positivos,CAP-V2_007-TPL_02,"Imagen abstracta en colores azul profundo, crema y marrón, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
32,TXT-0033,8306b3d815500bc7ed58e895056c0453f0d8b3098a1c25061f8696c06344f4c1,1,positivos,CAP-V2_007-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta azul profundo, crema y marrón."
33,TXT-0034,22ab6ebedff8a1cc556fee810147838692678122a15e4c21357465c4f850ae69,1,positivos,CAP-V2_007-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son azul profundo, crema y marrón."
34,TXT-0035,b3b94c197ed659bf84a376e8d312c443113c7299f8f4d2fcbe2f8610fd2cd35e,1,positivos,CAP-V2_007-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática azul profundo, crema y marrón."
35,TXT-0036,dc95cbf8badee2b2fea8d2d26e3eeb726a78c4c1c4fb6e2f4c0af6ec52ea0d51,3,positivos,CAP-V2_008-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
36,TXT-0037,f5840d458b0ca5ab2930b9f6e584afd6c78687b7b90d3ca3fb5bd3be2b3875de,1,positivos,CAP-V2_008-TPL_02,"Imagen abstracta en colores ocre, marrón y negro, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
37,TXT-0038,a30ca2c92b8f9839ab6025265f774a775d2e53c578f37351af4d14d2553b6a6d,1,positivos,CAP-V2_008-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta ocre, marrón y negro."
38,TXT-0039,956a1c94cc1b957782f421d872d8641b05e8e7af0bce8137233fe9910dbfcc09,1,positivos,CAP-V2_008-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son ocre, marrón y negro."
39,TXT-0040,79369f1e36a8a343444a3aec91fccb1a273c377aae07d617d8b3e4f79e90179d,1,positivos,CAP-V2_008-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática ocre, marrón y negro."
40,TXT-0041,bc085670f5620cf71de15c3c5894f3d4750e7dc5142f863dde1ecbcb828ed4c5,4,positivos,CAP-V2_009-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
41,TXT-0042,40262caba91ee254dff15041a8bd1445b83258679646f7ae09c8b0c6a618ee61,1,positivos,CAP-V2_009-TPL_02,"Imagen abstracta en colores blanco, negro y gris, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
42,TXT-0043,5d29897e6301ec6831f9964bc95f3e2a3d9bed83242ebc2fb6aecdd1dae01694,1,positivos,CAP-V2_009-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta blanco, negro y gris."
43,TXT-0044,6b9c1180fea1d5c8a7e912eb601ec1bf223c4a7f89fb6cdc8adce12ce4f69de9,1,positivos,CAP-V2_009-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son blanco, negro y gris."
44,TXT-0045,5f2ce9b1872e339e4645e623af243a72d06aa68f3917799dbcf741d85281c639,1,positivos,CAP-V2_009-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática blanco, negro y gris."
45,TXT-0046,551534df8b5a7aa8be5b5e88d1d0a96becce2e37dfe1226c0daafcbc13474875,4,positivos,CAP-V2_010-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con bandas geométricas como motivo principal; orientación vertical; composición en bandas; simetría repetitiva."
46,TXT-0047,171d31929ada5dada84b8700b2ff921134806956c18d7b1ff7dc06ab4e33ba6f,1,positivos,CAP-V2_010-TPL_02,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por bandas geométricas, con orientación vertical, composición en bandas y simetría repetitiva."
47,TXT-0048,781e7e095f5a129d5ab027dfd284ade8f2905b85cb627e93f8a64d05e8ffe71a,1,positivos,CAP-V2_010-TPL_03,"Diseño de composición en bandas que muestra bandas geométricas, orientación vertical, simetría repetitiva y una paleta rojo tierra, ocre, verde oscuro y azul profundo."
48,TXT-0049,c3679611762258ee40769958d0f0c02cdb076800affbb8ecf934f2f6bfc07504,1,positivos,CAP-V2_010-TPL_04,"Representación sintética de bandas geométricas; la orientación es vertical, la composición es en bandas, la simetría es repetitiva y los colores son rojo tierra, ocre, verde oscuro y azul profundo."
49,TXT-0050,e720a47b719716d7318b1a3d96e1ee66534c5fffa64ae497d8a8e1196f946444,1,positivos,CAP-V2_010-TPL_05,"Textura geométrica con bandas geométricas, orientación vertical, composición en bandas, simetría repetitiva y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo."
50,TXT-0051,29338237967537da3689364f3169596aedc00c3a8a184a85595cee1119f65c68,2,positivos,CAP-V2_011-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
51,TXT-0052,021b04035d0cf6d8a81ea4483aed2f6b0775bd900758f342d57595d5efc9c5cd,1,positivos,CAP-V2_011-TPL_02,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
52,TXT-0053,4543d0a3143f2854af6a5129ca57ac6a505751bd58235fa92e3876c7e9140f66,1,positivos,CAP-V2_011-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta rojo oscuro, negro y crema."
53,TXT-0054,5021844d380f1dc037f5a89d4e7cb4cda623e5e145639cd3ea82f907dd89c14b,1,positivos,CAP-V2_011-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son rojo oscuro, negro y crema."
54,TXT-0055,c251d45eb6b9e7b5200f7f94992797865bf0d9d375be603e96cfe11b76087716,1,positivos,CAP-V2_011-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática rojo oscuro, negro y crema."
55,TXT-0056,572278c0c78e7ff7c02f9e58f84e366a259b51561ff49614835ae3746042fb67,2,positivos,CAP-V2_012-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
56,TXT-0057,b2f6846ae5ab0c03fa360f75953617e1d7a56418a371f076610b2e81c52d783c,1,positivos,CAP-V2_012-TPL_02,"Imagen abstracta en colores azul profundo, crema y marrón, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
57,TXT-0058,35457d267bf48b35c38af68587f18c1014379440126736c84290cc44e5fe58d8,1,positivos,CAP-V2_012-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta azul profundo, crema y marrón."
58,TXT-0059,4361355b5a9305b6c41e335dc9abe5e9c12289225653eda6060915eb4672f4ee,1,positivos,CAP-V2_012-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son azul profundo, crema y marrón."
59,TXT-0060,1eb95e25ae8e6be292c8c1b2dbefb36d854935a4e1e5ca86fb33bf195937cd90,1,positivos,CAP-V2_012-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática azul profundo, crema y marrón."
60,TXT-0061,e6be548cdc2a938ccbdc9000d0b0cc2e388a073cc31df760a93448d8219ff40a,3,positivos,CAP-V2_013-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
61,TXT-0062,21b26f527f05624259a0e281b78f8eca66800800683984d7b592ffe1d288710e,1,positivos,CAP-V2_013-TPL_02,"Imagen abstracta en colores ocre, marrón y negro, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
62,TXT-0063,48a0dee7ba1ec00a861274a62a2d1d50442429bd08b19ed0a56fdea7ba516665,1,positivos,CAP-V2_013-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta ocre, marrón y negro."
63,TXT-0064,22d05b8040179a87f19ed81ecd34ccfcfe2cc5319ae3e0c38ecb8fb230816754,1,positivos,CAP-V2_013-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son ocre, marrón y negro."
64,TXT-0065,b3aeaf4ca5cd487a26edb09a531e9169faa4e9d7362dc1177da9ea4b515f2efd,1,positivos,CAP-V2_013-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática ocre, marrón y negro."
65,TXT-0066,8f7cf49c5be2ccbbbaaaaccb459d14850ee61d273267d750007b31558b81c913,3,positivos,CAP-V2_014-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
66,TXT-0067,26dbebd3c377eb5630177d7a7575ad34e5ae971ccbd9f0aefd73a74cd6b3a942,1,positivos,CAP-V2_014-TPL_02,"Imagen abstracta en colores blanco, negro y gris, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
67,TXT-0068,e138bbeada7a7c8deb83a0c2e2b88d37a6af9fc1f549f467ff286e0b9cfc48ec,1,positivos,CAP-V2_014-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta blanco, negro y gris."
68,TXT-0069,21dceb5316e4c49baa0b169b7784ea34454271aacfbecd2a9a08314dbf1e9770,1,positivos,CAP-V2_014-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son blanco, negro y gris."
69,TXT-0070,9ffb138d0274d0d0bb1dce040f38f28d790bc192f9a744dacb5767f389c2d62b,1,positivos,CAP-V2_014-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática blanco, negro y gris."
70,TXT-0071,b2c7408029e43e52b87de220d56014c7726607dfedb300ebc98d2ed48bfdb0c0,3,positivos,CAP-V2_015-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con rombos como motivo principal; orientación diagonal; composición central; simetría bilateral."
71,TXT-0072,41fe727202d9d0246b25070abd14137420a79b5ca9974293efa0afa412518d1e,1,positivos,CAP-V2_015-TPL_02,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por rombos, con orientación diagonal, composición central y simetría bilateral."
72,TXT-0073,df0d7e1dfc96dcde4f468400445f2cea4de2c8c6027ad581f80cb2123bce36e5,1,positivos,CAP-V2_015-TPL_03,"Diseño de composición central que muestra rombos, orientación diagonal, simetría bilateral y una paleta rojo tierra, ocre, verde oscuro y azul profundo."
73,TXT-0074,44807bdb2da30b15718421335531ecaa24d9eb23a3a3d083836588bd2d99f79c,1,positivos,CAP-V2_015-TPL_04,"Representación sintética de rombos; la orientación es diagonal, la composición es central, la simetría es bilateral y los colores son rojo tierra, ocre, verde oscuro y azul profundo."
74,TXT-0075,850d720e3c102053c81d5d1125f8931d0827d7f18f28ed9eda63b19a35f7b300,1,positivos,CAP-V2_015-TPL_05,"Textura geométrica con rombos, orientación diagonal, composición central, simetría bilateral y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo."
75,TXT-0076,5596e7f79a991d55c35de03a66475134cd34012da62e520cdaff3096be423c7a,3,positivos,CAP-V2_016-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
76,TXT-0077,91128e993e30fbb02fe185713a65601afd4f374a6154630965c7c83a133791c3,1,positivos,CAP-V2_016-TPL_02,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
77,TXT-0078,90aafa3ff114e275be5a96132c4a8b475dfdaf3d556555afa4d32da5d23c5606,1,positivos,CAP-V2_016-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta rojo oscuro, negro y crema."
78,TXT-0079,98d9929c6a9af97a97ca977b0a301a552a639155becf1c71e5f4e2342d129cf2,1,positivos,CAP-V2_016-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son rojo oscuro, negro y crema."
79,TXT-0080,2d398ede730df9934f5b2d363a9fdf894744f5fc3f4a4c9db29f467b91139114,1,positivos,CAP-V2_016-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática rojo oscuro, negro y crema."
80,TXT-0081,fade7c455a97e491689c79920bfbee3b56214c5209d5f13cca5f8b15a1e32821,2,positivos,CAP-V2_017-TPL_01,"Patrón geométrico sintético con paleta azul profundo, crema y marrón; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
81,TXT-0082,921817b6b4a1fd17c34bee974540202b135fae75b76f418491ff15c4a1a0a1f7,1,positivos,CAP-V2_017-TPL_02,"Imagen abstracta en colores azul profundo, crema y marrón, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
82,TXT-0083,e05b9c5371cc498d0024137d23fdbe5b00effcec2a12b4c112abc5a0bb9b1bbf,1,positivos,CAP-V2_017-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta azul profundo, crema y marrón."
83,TXT-0084,ee183dc5d040ac9a3448d887a528f7c8c7fa582269e57c83b31048d485a4c6a7,1,positivos,CAP-V2_017-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son azul profundo, crema y marrón."
84,TXT-0085,818bba03b4b83939247023b4a842df1a8e700d3f00b6339c60f7a66b392258f9,1,positivos,CAP-V2_017-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática azul profundo, crema y marrón."
85,TXT-0086,099dd9e328c60d9a680d9f6c97bd9f87078d4379ed237d0e895cf2b08d01053e,3,positivos,CAP-V2_018-TPL_01,"Patrón geométrico sintético con paleta ocre, marrón y negro; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
86,TXT-0087,99383aaca12248e494fb4d729245d078ce99a05c92f24b50cec7a6081f1881d7,1,positivos,CAP-V2_018-TPL_02,"Imagen abstracta en colores ocre, marrón y negro, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
87,TXT-0088,a54c53ce247d35456be2a5d2f85d7fc23a2a7917c52e703ca60d3412985d26af,1,positivos,CAP-V2_018-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta ocre, marrón y negro."
88,TXT-0089,e6cfcb1247d066a4a4444d20d114604333a5a3b7eaa5e842246b5648aaf62930,1,positivos,CAP-V2_018-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son ocre, marrón y negro."
89,TXT-0090,3fd477d4b6d572c00a1e872c021466151958b93a37c110c23619e99271989b92,1,positivos,CAP-V2_018-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática ocre, marrón y negro."
90,TXT-0091,1547af5ac7c093f6d9bed9f051800c9abf2fb827c3a3a562dd934597718b7576,3,positivos,CAP-V2_019-TPL_01,"Patrón geométrico sintético con paleta blanco, negro y gris; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
91,TXT-0092,f3c0f24e9945e4d284032f64fa70167e787cc6d96596423624019168fa31d94d,1,positivos,CAP-V2_019-TPL_02,"Imagen abstracta en colores blanco, negro y gris, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
92,TXT-0093,a6e4fba36799cacae4582af428cb913354b4d008e52f843a9dc65374bddd5d0b,1,positivos,CAP-V2_019-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta blanco, negro y gris."
93,TXT-0094,edbb11e0f71729ceb1d732f60a3d6fa2c099571fbaf343e5072c3579801fa892,1,positivos,CAP-V2_019-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son blanco, negro y gris."
94,TXT-0095,eb66e50668b1fe2a3b625b56045b0e26ee567d590314d90b67c32945fdd7a912,1,positivos,CAP-V2_019-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática blanco, negro y gris."
95,TXT-0096,de421ad819d5b4d630c12c5d47eac05a817f6eafba5d8063c7db55ab69eb5195,3,positivos,CAP-V2_020-TPL_01,"Patrón geométrico sintético con paleta rojo tierra, ocre, verde oscuro y azul profundo; con grecas escalonadas como motivo principal; orientación horizontal; composición modular; simetría repetitiva."
96,TXT-0097,10bb1576dad6989f7ca02b6926252cd3036180863f869785e825db54ed44373d,1,positivos,CAP-V2_020-TPL_02,"Imagen abstracta en colores rojo tierra, ocre, verde oscuro y azul profundo, formada por grecas escalonadas, con orientación horizontal, composición modular y simetría repetitiva."
97,TXT-0098,d3a1742ba12278062d7995ac78c662e72c6e5b9ec14efac2b646ac5b6082851b,1,positivos,CAP-V2_020-TPL_03,"Diseño de composición modular que muestra grecas escalonadas, orientación horizontal, simetría repetitiva y una paleta rojo tierra, ocre, verde oscuro y azul profundo."
98,TXT-0099,45d405c5f1e1f42f55bc8b3698def05e3cc828e906ddbddb4c65e3fa5d627ca3,1,positivos,CAP-V2_020-TPL_04,"Representación sintética de grecas escalonadas; la orientación es horizontal, la composición es modular, la simetría es repetitiva y los colores son rojo tierra, ocre, verde oscuro y azul profundo."
99,TXT-0100,43e20fb22d99cb51cdec6fd5868edce3adfcedffde6a8936f264ff10b5375777,1,positivos,CAP-V2_020-TPL_05,"Textura geométrica con grecas escalonadas, orientación horizontal, composición modular, simetría repetitiva y combinación cromática rojo tierra, ocre, verde oscuro y azul profundo."
100,TXT-0101,c8f0ecae7756eead137dd868ed807273b0722696cb014331464a69d7c76fcebc,3,positivos,CAP-V2_021-TPL_01,"Patrón geométrico sintético con paleta rojo oscuro, negro y crema; con una cuadrícula geométrica como motivo principal; orientación bidireccional; composición reticular; simetría repetitiva."
101,TXT-0102,744739450c8eb1c57070384a27e0907ecc212804427c9a7d1635d24896270ac8,1,positivos,CAP-V2_021-TPL_02,"Imagen abstracta en colores rojo oscuro, negro y crema, formada por una cuadrícula geométrica, con orientación bidireccional, composición reticular y simetría repetitiva."
102,TXT-0103,ba994dba079d5bb3a16b9c57ad6857e05fcb5820360e67cdd522d1a43e117756,1,positivos,CAP-V2_021-TPL_03,"Diseño de composición reticular que muestra una cuadrícula geométrica, orientación bidireccional, simetría repetitiva y una paleta rojo oscuro, negro y crema."
