condition,query_index,caption_id,rank,image_row_index,image_id,score,is_relevant,image_split,image_pattern_id,image_palette_id
random,0,CAP-V2_001-TPL_01,23,14,V2_015,0.572735652001,false,id,diamonds_central,multicolor_tierra
random,0,CAP-V2_001-TPL_01,24,10,V2_011,0.561019072281,false,id,diamonds_central,rojo_negro_crema
random,0,CAP-V2_001-TPL_01,25,34,V2_035,0.545931594423,false,ood_palette,diamonds_central,verde_ocre_crema
random,0,CAP-V2_001-TPL_01,26,26,V2_027,0.541784719449,false,id,mixed_asymmetric,azul_crema_marron
random,0,CAP-V2_001-TPL_01,27,36,V2_037,0.503430842999,false,ood_palette,grecas_modular,verde_ocre_crema
random,0,CAP-V2_001-TPL_01,28,13,V2_014,0.493573940867,false,id,diamonds_central,blanco_negro_gris
random,0,CAP-V2_001-TPL_01,29,42,V2_043,0.463679235026,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
random,0,CAP-V2_001-TPL_01,30,1,V2_002,0.432657614016,false,id,bands_horizontal,azul_crema_marron
random,0,CAP-V2_001-TPL_01,31,38,V2_039,0.400018549440,false,ood_palette,grid_reticular,verde_ocre_crema
random,0,CAP-V2_001-TPL_01,32,6,V2_007,0.399182641732,false,id,bands_vertical,azul_crema_marron
random,0,CAP-V2_001-TPL_01,33,29,V2_030,0.386729382988,false,id,mixed_asymmetric,multicolor_tierra
random,0,CAP-V2_001-TPL_01,34,8,V2_009,0.350667239108,false,id,bands_vertical,blanco_negro_gris
random,0,CAP-V2_001-TPL_01,35,45,V2_046,0.349717614353,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
random,0,CAP-V2_001-TPL_01,36,33,V2_034,0.349521941048,false,ood_palette,bands_vertical,morado_gris_rosa
random,0,CAP-V2_001-TPL_01,37,41,V2_042,0.331023963450,false,ood_palette,mixed_asymmetric,morado_gris_rosa
random,0,CAP-V2_001-TPL_01,38,15,V2_016,0.302541215187,false,id,grecas_modular,rojo_negro_crema
random,0,CAP-V2_001-TPL_01,39,53,V2_054,0.278692675988,false,ood_both,chevrons_diagonal,morado_gris_rosa
random,0,CAP-V2_001-TPL_01,40,52,V2_053,0.268665570430,false,ood_both,chevrons_diagonal,verde_ocre_crema
random,0,CAP-V2_001-TPL_01,41,12,V2_013,0.261720301407,false,id,diamonds_central,ocre_marron_negro
random,0,CAP-V2_001-TPL_01,42,47,V2_048,0.243979928537,false,ood_pattern,circles_concentric,rojo_negro_crema
random,0,CAP-V2_001-TPL_01,43,3,V2_004,0.230005332990,false,id,bands_horizontal,blanco_negro_gris
random,0,CAP-V2_001-TPL_01,44,55,V2_056,0.218390729533,false,ood_both,circles_concentric,morado_gris_rosa
random,0,CAP-V2_001-TPL_01,45,23,V2_024,0.207212737941,false,id,grid_reticular,blanco_negro_gris
random,0,CAP-V2_001-TPL_01,46,44,V2_045,0.191848150364,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
random,0,CAP-V2_001-TPL_01,47,49,V2_050,0.159546342699,false,ood_pattern,circles_concentric,ocre_marron_negro
random,0,CAP-V2_001-TPL_01,48,51,V2_052,0.156364029731,false,ood_pattern,circles_concentric,multicolor_tierra
random,0,CAP-V2_001-TPL_01,49,40,V2_041,0.143469950311,false,ood_palette,mixed_asymmetric,verde_ocre_crema
random,0,CAP-V2_001-TPL_01,50,54,V2_055,0.127372209429,false,ood_both,circles_concentric,verde_ocre_crema
random,0,CAP-V2_001-TPL_01,51,46,V2_047,0.099289791093,false,ood_pattern,chevrons_diagonal,multicolor_tierra
random,0,CAP-V2_001-TPL_01,52,25,V2_026,0.074669214537,false,id,mixed_asymmetric,rojo_negro_crema
random,0,CAP-V2_001-TPL_01,53,28,V2_029,0.074047282684,false,id,mixed_asymmetric,blanco_negro_gris
random,0,CAP-V2_001-TPL_01,54,11,V2_012,0.057458620845,false,id,diamonds_central,azul_crema_marron
random,0,CAP-V2_001-TPL_01,55,21,V2_022,0.026550962193,false,id,grid_reticular,azul_crema_marron
random,0,CAP-V2_001-TPL_01,56,48,V2_049,0.022245097553,false,ood_pattern,circles_concentric,azul_crema_marron
random,1,CAP-V2_001-TPL_02,1,52,V2_053,0.934666732530,false,ood_both,chevrons_diagonal,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,2,44,V2_045,0.932380451271,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,3,45,V2_046,0.917563059183,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,4,37,V2_038,0.901570732130,false,ood_palette,grecas_modular,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,5,12,V2_013,0.901278256899,false,id,diamonds_central,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,6,50,V2_051,0.868960479021,false,ood_pattern,circles_concentric,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,7,49,V2_050,0.865697382344,false,ood_pattern,circles_concentric,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,8,14,V2_015,0.852709080706,false,id,diamonds_central,multicolor_tierra
random,1,CAP-V2_001-TPL_02,9,4,V2_005,0.843170520254,false,id,bands_horizontal,multicolor_tierra
random,1,CAP-V2_001-TPL_02,10,29,V2_030,0.828061541414,false,id,mixed_asymmetric,multicolor_tierra
random,1,CAP-V2_001-TPL_02,11,31,V2_032,0.814891603688,false,ood_palette,bands_horizontal,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,12,7,V2_008,0.802818756869,false,id,bands_vertical,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,13,43,V2_044,0.775597476702,false,ood_pattern,chevrons_diagonal,azul_crema_marron
random,1,CAP-V2_001-TPL_02,14,24,V2_025,0.737219778440,false,id,grid_reticular,multicolor_tierra
random,1,CAP-V2_001-TPL_02,15,21,V2_022,0.729188768285,false,id,grid_reticular,azul_crema_marron
random,1,CAP-V2_001-TPL_02,16,48,V2_049,0.704171370995,false,ood_pattern,circles_concentric,azul_crema_marron
random,1,CAP-V2_001-TPL_02,17,38,V2_039,0.669101932864,false,ood_palette,grid_reticular,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,18,36,V2_037,0.662286019835,false,ood_palette,grecas_modular,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,19,1,V2_002,0.661057041494,false,id,bands_horizontal,azul_crema_marron
random,1,CAP-V2_001-TPL_02,20,47,V2_048,0.632423282198,false,ood_pattern,circles_concentric,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,21,20,V2_021,0.632352493417,false,id,grid_reticular,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,22,18,V2_019,0.617485614817,false,id,grecas_modular,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,23,26,V2_027,0.587757730659,false,id,mixed_asymmetric,azul_crema_marron
random,1,CAP-V2_001-TPL_02,24,54,V2_055,0.585629035450,false,ood_both,circles_concentric,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,25,0,V2_001,0.583326549750,true,id,bands_horizontal,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,26,46,V2_047,0.557557140296,false,ood_pattern,chevrons_diagonal,multicolor_tierra
random,1,CAP-V2_001-TPL_02,27,34,V2_035,0.489039859304,false,ood_palette,diamonds_central,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,28,51,V2_052,0.486907889066,false,ood_pattern,circles_concentric,multicolor_tierra
random,1,CAP-V2_001-TPL_02,29,19,V2_020,0.413996786321,false,id,grecas_modular,multicolor_tierra
random,1,CAP-V2_001-TPL_02,30,33,V2_034,0.369952351278,false,ood_palette,bands_vertical,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,31,17,V2_018,0.368462376177,false,id,grecas_modular,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,32,5,V2_006,0.367154176650,false,id,bands_vertical,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,33,41,V2_042,0.363920534878,false,ood_palette,mixed_asymmetric,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,34,39,V2_040,0.335200383595,false,ood_palette,grid_reticular,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,35,2,V2_003,0.308949340316,false,id,bands_horizontal,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,36,40,V2_041,0.293869979166,false,ood_palette,mixed_asymmetric,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,37,55,V2_056,0.255229904683,false,ood_both,circles_concentric,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,38,27,V2_028,0.247644615168,false,id,mixed_asymmetric,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,39,22,V2_023,0.242359300959,false,id,grid_reticular,ocre_marron_negro
random,1,CAP-V2_001-TPL_02,40,9,V2_010,0.240802675392,false,id,bands_vertical,multicolor_tierra
random,1,CAP-V2_001-TPL_02,41,3,V2_004,0.225648598667,false,id,bands_horizontal,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,42,10,V2_011,0.224363955836,false,id,diamonds_central,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,43,42,V2_043,0.200385699285,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,44,53,V2_054,0.196342406329,false,ood_both,chevrons_diagonal,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,45,23,V2_024,0.193272558894,false,id,grid_reticular,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,46,6,V2_007,0.164000348913,false,id,bands_vertical,azul_crema_marron
random,1,CAP-V2_001-TPL_02,47,30,V2_031,0.157962962440,false,ood_palette,bands_horizontal,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,48,25,V2_026,0.148713788426,false,id,mixed_asymmetric,rojo_negro_crema
random,1,CAP-V2_001-TPL_02,49,8,V2_009,0.145325985836,false,id,bands_vertical,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,50,32,V2_033,0.131810344835,false,ood_palette,bands_vertical,verde_ocre_crema
random,1,CAP-V2_001-TPL_02,51,28,V2_029,0.117298150620,false,id,mixed_asymmetric,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,52,35,V2_036,0.052333161219,false,ood_palette,diamonds_central,morado_gris_rosa
random,1,CAP-V2_001-TPL_02,53,11,V2_012,0.049786133050,false,id,diamonds_central,azul_crema_marron
random,1,CAP-V2_001-TPL_02,54,16,V2_017,0.046595172180,false,id,grecas_modular,azul_crema_marron
random,1,CAP-V2_001-TPL_02,55,13,V2_014,0.039519021513,false,id,diamonds_central,blanco_negro_gris
random,1,CAP-V2_001-TPL_02,56,15,V2_016,0.034030419422,false,id,grecas_modular,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,1,7,V2_008,0.989948056221,false,id,bands_vertical,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,2,49,V2_050,0.958332107762,false,ood_pattern,circles_concentric,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,3,28,V2_029,0.939357323684,false,id,mixed_asymmetric,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,4,20,V2_021,0.938911504877,false,id,grid_reticular,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,5,1,V2_002,0.925065778621,false,id,bands_horizontal,azul_crema_marron
random,2,CAP-V2_001-TPL_03,6,45,V2_046,0.894303385135,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,7,37,V2_038,0.889094565795,false,ood_palette,grecas_modular,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,8,50,V2_051,0.887498225947,false,ood_pattern,circles_concentric,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,9,15,V2_016,0.879222593941,false,id,grecas_modular,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,10,53,V2_054,0.870353557186,false,ood_both,chevrons_diagonal,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,11,52,V2_053,0.858662816700,false,ood_both,chevrons_diagonal,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,12,19,V2_020,0.855367250425,false,id,grecas_modular,multicolor_tierra
random,2,CAP-V2_001-TPL_03,13,3,V2_004,0.851509285441,false,id,bands_horizontal,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,14,18,V2_019,0.838410583508,false,id,grecas_modular,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,15,55,V2_056,0.837993254321,false,ood_both,circles_concentric,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,16,34,V2_035,0.763039680809,false,ood_palette,diamonds_central,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,17,54,V2_055,0.743412906381,false,ood_both,circles_concentric,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,18,25,V2_026,0.724535249742,false,id,mixed_asymmetric,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,19,43,V2_044,0.701241032918,false,ood_pattern,chevrons_diagonal,azul_crema_marron
random,2,CAP-V2_001-TPL_03,20,29,V2_030,0.699871605895,false,id,mixed_asymmetric,multicolor_tierra
random,2,CAP-V2_001-TPL_03,21,26,V2_027,0.638958892847,false,id,mixed_asymmetric,azul_crema_marron
random,2,CAP-V2_001-TPL_03,22,10,V2_011,0.612587077176,false,id,diamonds_central,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,23,42,V2_043,0.603715403122,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,24,24,V2_025,0.602438027113,false,id,grid_reticular,multicolor_tierra
random,2,CAP-V2_001-TPL_03,25,12,V2_013,0.600442660751,false,id,diamonds_central,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,26,35,V2_036,0.582785641450,false,ood_palette,diamonds_central,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,27,48,V2_049,0.501639358877,false,ood_pattern,circles_concentric,azul_crema_marron
random,2,CAP-V2_001-TPL_03,28,31,V2_032,0.487876035655,false,ood_palette,bands_horizontal,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,29,36,V2_037,0.473211185208,false,ood_palette,grecas_modular,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,30,21,V2_022,0.431977871167,false,id,grid_reticular,azul_crema_marron
random,2,CAP-V2_001-TPL_03,31,32,V2_033,0.422806469982,false,ood_palette,bands_vertical,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,32,51,V2_052,0.407961131568,false,ood_pattern,circles_concentric,multicolor_tierra
random,2,CAP-V2_001-TPL_03,33,9,V2_010,0.387766952934,false,id,bands_vertical,multicolor_tierra
random,2,CAP-V2_001-TPL_03,34,23,V2_024,0.360170574657,false,id,grid_reticular,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,35,44,V2_045,0.341460327094,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,36,39,V2_040,0.338097824845,false,ood_palette,grid_reticular,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,37,17,V2_018,0.336053894220,false,id,grecas_modular,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,38,11,V2_012,0.329771406436,false,id,diamonds_central,azul_crema_marron
random,2,CAP-V2_001-TPL_03,39,8,V2_009,0.315132502763,false,id,bands_vertical,blanco_negro_gris
random,2,CAP-V2_001-TPL_03,40,5,V2_006,0.306866482179,false,id,bands_vertical,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,41,16,V2_017,0.270356933294,false,id,grecas_modular,azul_crema_marron
random,2,CAP-V2_001-TPL_03,42,6,V2_007,0.222783618744,false,id,bands_vertical,azul_crema_marron
random,2,CAP-V2_001-TPL_03,43,38,V2_039,0.221221760636,false,ood_palette,grid_reticular,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,44,27,V2_028,0.219343013802,false,id,mixed_asymmetric,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,45,22,V2_023,0.210474379964,false,id,grid_reticular,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,46,2,V2_003,0.207718880208,false,id,bands_horizontal,ocre_marron_negro
random,2,CAP-V2_001-TPL_03,47,46,V2_047,0.187104873937,false,ood_pattern,chevrons_diagonal,multicolor_tierra
random,2,CAP-V2_001-TPL_03,48,14,V2_015,0.169900657943,false,id,diamonds_central,multicolor_tierra
random,2,CAP-V2_001-TPL_03,49,0,V2_001,0.165340447008,true,id,bands_horizontal,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,50,30,V2_031,0.153030541385,false,ood_palette,bands_horizontal,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,51,40,V2_041,0.142267329125,false,ood_palette,mixed_asymmetric,verde_ocre_crema
random,2,CAP-V2_001-TPL_03,52,41,V2_042,0.141558581118,false,ood_palette,mixed_asymmetric,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,53,4,V2_005,0.109708688536,false,id,bands_horizontal,multicolor_tierra
random,2,CAP-V2_001-TPL_03,54,47,V2_048,0.100898772998,false,ood_pattern,circles_concentric,rojo_negro_crema
random,2,CAP-V2_001-TPL_03,55,33,V2_034,0.038217262373,false,ood_palette,bands_vertical,morado_gris_rosa
random,2,CAP-V2_001-TPL_03,56,13,V2_014,0.011642316811,false,id,diamonds_central,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,1,18,V2_019,0.989751998801,false,id,grecas_modular,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,2,25,V2_026,0.979002597679,false,id,mixed_asymmetric,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,3,48,V2_049,0.962078633299,false,ood_pattern,circles_concentric,azul_crema_marron
random,3,CAP-V2_001-TPL_04,4,33,V2_034,0.953079073286,false,ood_palette,bands_vertical,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,5,47,V2_048,0.936468087443,false,ood_pattern,circles_concentric,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,6,38,V2_039,0.903257865565,false,ood_palette,grid_reticular,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,7,3,V2_004,0.899854287735,false,id,bands_horizontal,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,8,36,V2_037,0.895780282673,false,ood_palette,grecas_modular,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,9,24,V2_025,0.882270501639,false,id,grid_reticular,multicolor_tierra
random,3,CAP-V2_001-TPL_04,10,37,V2_038,0.855731168777,false,ood_palette,grecas_modular,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,11,44,V2_045,0.854320795492,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,12,10,V2_011,0.849712368179,false,id,diamonds_central,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,13,28,V2_029,0.774871700175,false,id,mixed_asymmetric,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,14,27,V2_028,0.765699774879,false,id,mixed_asymmetric,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,15,29,V2_030,0.729325970063,false,id,mixed_asymmetric,multicolor_tierra
random,3,CAP-V2_001-TPL_04,16,5,V2_006,0.716373158819,false,id,bands_vertical,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,17,40,V2_041,0.711059077159,false,ood_palette,mixed_asymmetric,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,18,12,V2_013,0.680923554137,false,id,diamonds_central,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,19,46,V2_047,0.663935759006,false,ood_pattern,chevrons_diagonal,multicolor_tierra
random,3,CAP-V2_001-TPL_04,20,34,V2_035,0.647613171267,false,ood_palette,diamonds_central,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,21,52,V2_053,0.640378897133,false,ood_both,chevrons_diagonal,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,22,11,V2_012,0.578593824544,false,id,diamonds_central,azul_crema_marron
random,3,CAP-V2_001-TPL_04,23,0,V2_001,0.534094587408,true,id,bands_horizontal,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,24,6,V2_007,0.527836269983,false,id,bands_vertical,azul_crema_marron
random,3,CAP-V2_001-TPL_04,25,15,V2_016,0.525968123227,false,id,grecas_modular,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,26,49,V2_050,0.521874523710,false,ood_pattern,circles_concentric,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,27,2,V2_003,0.517359680201,false,id,bands_horizontal,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,28,13,V2_014,0.516003112408,false,id,diamonds_central,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,29,4,V2_005,0.503426428516,false,id,bands_horizontal,multicolor_tierra
random,3,CAP-V2_001-TPL_04,30,32,V2_033,0.492078791653,false,ood_palette,bands_vertical,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,31,19,V2_020,0.486465708445,false,id,grecas_modular,multicolor_tierra
random,3,CAP-V2_001-TPL_04,32,55,V2_056,0.449441800683,false,ood_both,circles_concentric,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,33,39,V2_040,0.425184777309,false,ood_palette,grid_reticular,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,34,9,V2_010,0.416658071933,false,id,bands_vertical,multicolor_tierra
random,3,CAP-V2_001-TPL_04,35,31,V2_032,0.401600901449,false,ood_palette,bands_horizontal,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,36,1,V2_002,0.367173567305,false,id,bands_horizontal,azul_crema_marron
random,3,CAP-V2_001-TPL_04,37,21,V2_022,0.356111583946,false,id,grid_reticular,azul_crema_marron
random,3,CAP-V2_001-TPL_04,38,41,V2_042,0.338066453050,false,ood_palette,mixed_asymmetric,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,39,54,V2_055,0.334564547896,false,ood_both,circles_concentric,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,40,50,V2_051,0.319659839867,false,ood_pattern,circles_concentric,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,41,35,V2_036,0.245027732847,false,ood_palette,diamonds_central,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,42,26,V2_027,0.239426035131,false,id,mixed_asymmetric,azul_crema_marron
random,3,CAP-V2_001-TPL_04,43,43,V2_044,0.218598661995,false,ood_pattern,chevrons_diagonal,azul_crema_marron
random,3,CAP-V2_001-TPL_04,44,30,V2_031,0.216553319850,false,ood_palette,bands_horizontal,verde_ocre_crema
random,3,CAP-V2_001-TPL_04,45,23,V2_024,0.178429563299,false,id,grid_reticular,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,46,7,V2_008,0.177618480276,false,id,bands_vertical,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,47,8,V2_009,0.134795993012,false,id,bands_vertical,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,48,51,V2_052,0.119303915317,false,ood_pattern,circles_concentric,multicolor_tierra
random,3,CAP-V2_001-TPL_04,49,53,V2_054,0.103528710204,false,ood_both,chevrons_diagonal,morado_gris_rosa
random,3,CAP-V2_001-TPL_04,50,14,V2_015,0.086295842918,false,id,diamonds_central,multicolor_tierra
random,3,CAP-V2_001-TPL_04,51,45,V2_046,0.082339990139,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
random,3,CAP-V2_001-TPL_04,52,20,V2_021,0.063311615752,false,id,grid_reticular,rojo_negro_crema
random,3,CAP-V2_001-TPL_04,53,17,V2_018,0.042762064294,false,id,grecas_modular,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,54,22,V2_023,0.042287391846,false,id,grid_reticular,ocre_marron_negro
random,3,CAP-V2_001-TPL_04,55,16,V2_017,0.037302292787,false,id,grecas_modular,azul_crema_marron
random,3,CAP-V2_001-TPL_04,56,42,V2_043,0.026371260645,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
random,4,CAP-V2_001-TPL_05,1,15,V2_016,0.981880826219,false,id,grecas_modular,rojo_negro_crema
random,4,CAP-V2_001-TPL_05,2,53,V2_054,0.950297658445,false,ood_both,chevrons_diagonal,morado_gris_rosa
random,4,CAP-V2_001-TPL_05,3,46,V2_047,0.937601244546,false,ood_pattern,chevrons_diagonal,multicolor_tierra
random,4,CAP-V2_001-TPL_05,4,45,V2_046,0.893271061405,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
random,4,CAP-V2_001-TPL_05,5,39,V2_040,0.884349676332,false,ood_palette,grid_reticular,morado_gris_rosa
random,4,CAP-V2_001-TPL_05,6,28,V2_029,0.866127738438,false,id,mixed_asymmetric,blanco_negro_gris
random,4,CAP-V2_001-TPL_05,7,4,V2_005,0.824254943128,false,id,bands_horizontal,multicolor_tierra
random,4,CAP-V2_001-TPL_05,8,12,V2_013,0.813742011433,false,id,diamonds_central,ocre_marron_negro
random,4,CAP-V2_001-TPL_05,9,41,V2_042,0.806373733242,false,ood_palette,mixed_asymmetric,morado_gris_rosa
random,4,CAP-V2_001-TPL_05,10,51,V2_052,0.791931530747,false,ood_pattern,circles_concentric,multicolor_tierra
random,4,CAP-V2_001-TPL_05,11,5,V2_006,0.783002099226,false,id,bands_vertical,rojo_negro_crema
random,4,CAP-V2_001-TPL_05,12,32,V2_033,0.766957488620,false,ood_palette,bands_vertical,verde_ocre_crema
random,4,CAP-V2_001-TPL_05,13,11,V2_012,0.696355544244,false,id,diamonds_central,azul_crema_marron
