condition,source,query_index,caption_id,image_id,semantic_id,split,pattern_id,palette_id,motif,orientation,composition,symmetry,ambiguity_level,template_id,is_canonical,relevant_rank,top1_image_id,top1_score,relevant_score,positive_margin,recall_at_1,recall_at_5,mrr,ndcg_at_10
openclip,reused_validated_e1,14,CAP-V2_003-TPL_05,V2_003,SEM-7418F4CCBDB8F621,id,bands_horizontal,ocre_marron_negro,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,1,V2_003,0.335055470467,0.335055470467,0.006145477295,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,15,CAP-V2_004-TPL_01,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,3,V2_014,0.322224646807,0.313583195210,-0.008641451597,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,16,CAP-V2_004-TPL_02,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,4,V2_024,0.307851105928,0.288740336895,-0.019110769033,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,17,CAP-V2_004-TPL_03,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,4,V2_029,0.304731160402,0.280424654484,-0.024306505919,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,18,CAP-V2_004-TPL_04,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,1,V2_004,0.279100894928,0.279100894928,0.000325560570,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,19,CAP-V2_004-TPL_05,V2_004,SEM-7CE10D3F8F559237,id,bands_horizontal,blanco_negro_gris,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,1,V2_004,0.320192247629,0.320192247629,0.017236143351,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,20,CAP-V2_005-TPL_01,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_01,true,2,V2_015,0.360274165869,0.353165864944,-0.007108300924,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,21,CAP-V2_005-TPL_02,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_02,false,4,V2_030,0.344659775496,0.292437195778,-0.052222579718,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,22,CAP-V2_005-TPL_03,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_03,false,3,V2_030,0.358123064041,0.302583724260,-0.055539339781,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,23,CAP-V2_005-TPL_04,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_04,false,3,V2_015,0.335982561111,0.315432250500,-0.020550310612,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,24,CAP-V2_005-TPL_05,V2_005,SEM-CA5D6EBFCD7B84E3,id,bands_horizontal,multicolor_tierra,bandas geométricas,horizontal,bandas,repetitiva,bajo,TPL_05,false,3,V2_030,0.349335074425,0.343601375818,-0.005733698606,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,25,CAP-V2_006-TPL_01,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,2,V2_011,0.354999423027,0.351220697165,-0.003778725863,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,26,CAP-V2_006-TPL_02,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,3,V2_011,0.339359700680,0.313307762146,-0.026051938534,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,27,CAP-V2_006-TPL_03,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,3,V2_011,0.339565336704,0.322546571493,-0.017018765211,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,28,CAP-V2_006-TPL_04,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,3,V2_011,0.326120495796,0.311577767134,-0.014542728662,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,29,CAP-V2_006-TPL_05,V2_006,SEM-4699702E8A447735,id,bands_vertical,rojo_negro_crema,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,1,V2_006,0.348100930452,0.348100930452,0.005504906178,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,30,CAP-V2_007-TPL_01,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,3,V2_012,0.366772711277,0.357411265373,-0.009361445904,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,31,CAP-V2_007-TPL_02,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,4,V2_012,0.356869041920,0.328755319118,-0.028113722801,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,32,CAP-V2_007-TPL_03,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,4,V2_012,0.370864003897,0.324479877949,-0.046384125948,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,33,CAP-V2_007-TPL_04,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,5,V2_012,0.329205930233,0.295247137547,-0.033958792686,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,34,CAP-V2_007-TPL_05,V2_007,SEM-657EAE79EA891854,id,bands_vertical,azul_crema_marron,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,3,V2_002,0.361467331648,0.349831968546,-0.011635363102,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,35,CAP-V2_008-TPL_01,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,1,V2_008,0.356800109148,0.356800109148,0.019015818834,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,36,CAP-V2_008-TPL_02,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,2,V2_028,0.323046892881,0.318872779608,-0.004174113274,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,37,CAP-V2_008-TPL_03,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,1,V2_008,0.338255554438,0.338255554438,0.005085259676,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,38,CAP-V2_008-TPL_04,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,2,V2_003,0.332148998976,0.320120722055,-0.012028276920,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,39,CAP-V2_008-TPL_05,V2_008,SEM-F49183E2AB7334C9,id,bands_vertical,ocre_marron_negro,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,1,V2_008,0.343335449696,0.343335449696,0.003791540861,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,40,CAP-V2_009-TPL_01,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,2,V2_014,0.327716082335,0.327648013830,-0.000068068504,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,41,CAP-V2_009-TPL_02,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,4,V2_024,0.309053540230,0.301213562489,-0.007839977741,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,42,CAP-V2_009-TPL_03,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,5,V2_029,0.320004642010,0.288650065660,-0.031354576349,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,43,CAP-V2_009-TPL_04,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,5,V2_014,0.290868729353,0.275208592415,-0.015660136938,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,44,CAP-V2_009-TPL_05,V2_009,SEM-0EFA93DD8D5CE9AD,id,bands_vertical,blanco_negro_gris,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,2,V2_004,0.323832631111,0.314419895411,-0.009412735701,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,45,CAP-V2_010-TPL_01,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_01,true,2,V2_015,0.364808261395,0.356067419052,-0.008740842342,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,46,CAP-V2_010-TPL_02,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_02,false,3,V2_030,0.348973959684,0.297754168510,-0.051219791174,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,47,CAP-V2_010-TPL_03,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_03,false,3,V2_030,0.367539405823,0.320458412170,-0.047080993652,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,48,CAP-V2_010-TPL_04,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_04,false,4,V2_015,0.344141662121,0.310400247574,-0.033741414547,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,49,CAP-V2_010-TPL_05,V2_010,SEM-7E4D8819AF0D376B,id,bands_vertical,multicolor_tierra,bandas geométricas,vertical,bandas,repetitiva,bajo,TPL_05,false,3,V2_015,0.360471218824,0.349414736032,-0.011056482792,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,50,CAP-V2_011-TPL_01,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_01,true,1,V2_011,0.350548684597,0.350548684597,0.026128351688,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,51,CAP-V2_011-TPL_02,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_02,false,1,V2_011,0.337546885014,0.337546885014,0.033066362143,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,52,CAP-V2_011-TPL_03,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_03,false,1,V2_011,0.354579061270,0.354579061270,0.031059652567,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,53,CAP-V2_011-TPL_04,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_04,false,1,V2_011,0.325653254986,0.325653254986,0.043064236641,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,54,CAP-V2_011-TPL_05,V2_011,SEM-E6BF74678BDAC828,id,diamonds_central,rojo_negro_crema,rombos,diagonal,central,bilateral,medio,TPL_05,false,1,V2_011,0.349715888500,0.349715888500,0.010214865208,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,55,CAP-V2_012-TPL_01,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_01,true,1,V2_012,0.356498926878,0.356498926878,0.016168564558,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,56,CAP-V2_012-TPL_02,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_02,false,1,V2_012,0.345361232758,0.345361232758,0.002610266209,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,57,CAP-V2_012-TPL_03,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_03,false,1,V2_012,0.369493544102,0.369493544102,0.018173336983,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,58,CAP-V2_012-TPL_04,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_04,false,1,V2_012,0.327219247818,0.327219247818,0.031091898680,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,59,CAP-V2_012-TPL_05,V2_012,SEM-F5F0E5F56F3B9CDD,id,diamonds_central,azul_crema_marron,rombos,diagonal,central,bilateral,medio,TPL_05,false,1,V2_012,0.360399603844,0.360399603844,0.002860099077,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,60,CAP-V2_013-TPL_01,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_01,true,2,V2_008,0.325291275978,0.324513047934,-0.000778228045,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,61,CAP-V2_013-TPL_02,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_02,false,1,V2_013,0.321474015713,0.321474015713,0.005154252052,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,62,CAP-V2_013-TPL_03,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_03,false,1,V2_013,0.344559222460,0.344559222460,0.011521250010,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,63,CAP-V2_013-TPL_04,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_04,false,2,V2_011,0.315133661032,0.313130676746,-0.002002984285,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,64,CAP-V2_013-TPL_05,V2_013,SEM-6C847486A44390D1,id,diamonds_central,ocre_marron_negro,rombos,diagonal,central,bilateral,medio,TPL_05,false,3,V2_008,0.332093536854,0.316250234842,-0.015843302011,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,65,CAP-V2_014-TPL_01,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_01,true,1,V2_014,0.332291722298,0.332291722298,0.034036993980,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,66,CAP-V2_014-TPL_02,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_02,false,1,V2_014,0.311638295650,0.311638295650,0.007756561041,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,67,CAP-V2_014-TPL_03,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_03,false,1,V2_014,0.326441347599,0.326441347599,0.004632830620,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,68,CAP-V2_014-TPL_04,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_04,false,1,V2_014,0.299041241407,0.299041241407,0.002745360136,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,69,CAP-V2_014-TPL_05,V2_014,SEM-B0502F5A4E58AF67,id,diamonds_central,blanco_negro_gris,rombos,diagonal,central,bilateral,medio,TPL_05,false,1,V2_014,0.323854058981,0.323854058981,0.001582920551,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,70,CAP-V2_015-TPL_01,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_01,true,1,V2_015,0.372624814510,0.372624814510,0.034481525421,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,71,CAP-V2_015-TPL_02,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_02,false,2,V2_030,0.343795388937,0.331156015396,-0.012639373541,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,72,CAP-V2_015-TPL_03,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_03,false,1,V2_015,0.370235264301,0.370235264301,0.012270838022,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,73,CAP-V2_015-TPL_04,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_04,false,1,V2_015,0.352536410093,0.352536410093,0.044704020023,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,74,CAP-V2_015-TPL_05,V2_015,SEM-48FFBCDFBB1178FE,id,diamonds_central,multicolor_tierra,rombos,diagonal,central,bilateral,medio,TPL_05,false,1,V2_015,0.367949128151,0.367949128151,0.022467494011,1.000000000000,1.000000000000,1.000000000000,1.000000000000
openclip,reused_validated_e1,75,CAP-V2_016-TPL_01,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,4,V2_021,0.335978716612,0.324525922537,-0.011452794075,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,76,CAP-V2_016-TPL_02,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_02,false,5,V2_026,0.311348915100,0.277773886919,-0.033575028181,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,77,CAP-V2_016-TPL_03,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_03,false,2,V2_026,0.315488606691,0.288694918156,-0.026793688536,0.000000000000,1.000000000000,0.500000000000,0.630929753571
openclip,reused_validated_e1,78,CAP-V2_016-TPL_04,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_04,false,4,V2_021,0.300701200962,0.284233063459,-0.016468137503,0.000000000000,1.000000000000,0.250000000000,0.430676558073
openclip,reused_validated_e1,79,CAP-V2_016-TPL_05,V2_016,SEM-1F7D0D80E51AE939,id,grecas_modular,rojo_negro_crema,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_05,false,3,V2_001,0.346705853939,0.331294685602,-0.015411168337,0.000000000000,1.000000000000,0.333333333333,0.500000000000
openclip,reused_validated_e1,80,CAP-V2_017-TPL_01,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,7,V2_002,0.336778998375,0.290414303541,-0.046364694834,0.000000000000,0.000000000000,0.142857142857,0.333333333333
openclip,reused_validated_e1,81,CAP-V2_017-TPL_02,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_02,false,6,V2_027,0.354624092579,0.290373623371,-0.064250469208,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,82,CAP-V2_017-TPL_03,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_03,false,5,V2_027,0.334207594395,0.285001516342,-0.049206078053,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,83,CAP-V2_017-TPL_04,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_04,false,5,V2_002,0.306776225567,0.261977314949,-0.044798910618,0.000000000000,1.000000000000,0.200000000000,0.386852807235
openclip,reused_validated_e1,84,CAP-V2_017-TPL_05,V2_017,SEM-B4047E6372E8425A,id,grecas_modular,azul_crema_marron,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_05,false,6,V2_002,0.360777109861,0.325643628836,-0.035133481026,0.000000000000,0.000000000000,0.166666666667,0.356207187108
openclip,reused_validated_e1,85,CAP-V2_018-TPL_01,V2_018,SEM-8DD56A09C7883053,id,grecas_modular,ocre_marron_negro,grecas escalonadas,horizontal,modular,repetitiva,medio,TPL_01,true,6,V2_008,0.319983839989,0.293968379498,-0.026015460491,0.000000000000,0.000000000000,0.166666666667,0.356207187108
