query_index,caption_id,rank,image_row_index,image_id,score,is_relevant,image_split,image_pattern_id,image_palette_id
0,CAP-V2_001-TPL_01,31,43,V2_044,0.229142367840,false,ood_pattern,chevrons_diagonal,azul_crema_marron
0,CAP-V2_001-TPL_01,32,18,V2_019,0.227926850319,false,id,grecas_modular,blanco_negro_gris
0,CAP-V2_001-TPL_01,33,24,V2_025,0.221232831478,false,id,grid_reticular,multicolor_tierra
0,CAP-V2_001-TPL_01,34,40,V2_041,0.217607647181,false,ood_palette,mixed_asymmetric,verde_ocre_crema
0,CAP-V2_001-TPL_01,35,6,V2_007,0.216814726591,false,id,bands_vertical,azul_crema_marron
0,CAP-V2_001-TPL_01,36,45,V2_046,0.216722771525,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
0,CAP-V2_001-TPL_01,37,46,V2_047,0.215706586838,false,ood_pattern,chevrons_diagonal,multicolor_tierra
0,CAP-V2_001-TPL_01,38,36,V2_037,0.213971436024,false,ood_palette,grecas_modular,verde_ocre_crema
0,CAP-V2_001-TPL_01,39,30,V2_031,0.213082641363,false,ood_palette,bands_horizontal,verde_ocre_crema
0,CAP-V2_001-TPL_01,40,37,V2_038,0.207880914211,false,ood_palette,grecas_modular,morado_gris_rosa
0,CAP-V2_001-TPL_01,41,34,V2_035,0.205126389861,false,ood_palette,diamonds_central,verde_ocre_crema
0,CAP-V2_001-TPL_01,42,41,V2_042,0.205067783594,false,ood_palette,mixed_asymmetric,morado_gris_rosa
0,CAP-V2_001-TPL_01,43,31,V2_032,0.201503381133,false,ood_palette,bands_horizontal,morado_gris_rosa
0,CAP-V2_001-TPL_01,44,32,V2_033,0.201484084129,false,ood_palette,bands_vertical,verde_ocre_crema
0,CAP-V2_001-TPL_01,45,52,V2_053,0.200343221426,false,ood_both,chevrons_diagonal,verde_ocre_crema
0,CAP-V2_001-TPL_01,46,33,V2_034,0.196893766522,false,ood_palette,bands_vertical,morado_gris_rosa
0,CAP-V2_001-TPL_01,47,35,V2_036,0.190680965781,false,ood_palette,diamonds_central,morado_gris_rosa
0,CAP-V2_001-TPL_01,48,53,V2_054,0.186026766896,false,ood_both,chevrons_diagonal,morado_gris_rosa
0,CAP-V2_001-TPL_01,49,38,V2_039,0.184161260724,false,ood_palette,grid_reticular,verde_ocre_crema
0,CAP-V2_001-TPL_01,50,48,V2_049,0.180671125650,false,ood_pattern,circles_concentric,azul_crema_marron
0,CAP-V2_001-TPL_01,51,51,V2_052,0.173002839088,false,ood_pattern,circles_concentric,multicolor_tierra
0,CAP-V2_001-TPL_01,52,49,V2_050,0.171174287796,false,ood_pattern,circles_concentric,ocre_marron_negro
0,CAP-V2_001-TPL_01,53,39,V2_040,0.170156821609,false,ood_palette,grid_reticular,morado_gris_rosa
0,CAP-V2_001-TPL_01,54,50,V2_051,0.158390402794,false,ood_pattern,circles_concentric,blanco_negro_gris
0,CAP-V2_001-TPL_01,55,54,V2_055,0.133002921939,false,ood_both,circles_concentric,verde_ocre_crema
0,CAP-V2_001-TPL_01,56,55,V2_056,0.132319539785,false,ood_both,circles_concentric,morado_gris_rosa
1,CAP-V2_001-TPL_02,1,10,V2_011,0.332195222378,false,id,diamonds_central,rojo_negro_crema
1,CAP-V2_001-TPL_02,2,25,V2_026,0.324850142002,false,id,mixed_asymmetric,rojo_negro_crema
1,CAP-V2_001-TPL_02,3,0,V2_001,0.310213267803,true,id,bands_horizontal,rojo_negro_crema
1,CAP-V2_001-TPL_02,4,5,V2_006,0.303671836853,false,id,bands_vertical,rojo_negro_crema
1,CAP-V2_001-TPL_02,5,20,V2_021,0.296559303999,false,id,grid_reticular,rojo_negro_crema
1,CAP-V2_001-TPL_02,6,15,V2_016,0.292638689280,false,id,grecas_modular,rojo_negro_crema
1,CAP-V2_001-TPL_02,7,29,V2_030,0.284311234951,false,id,mixed_asymmetric,multicolor_tierra
1,CAP-V2_001-TPL_02,8,42,V2_043,0.258269667625,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
1,CAP-V2_001-TPL_02,9,27,V2_028,0.257765531540,false,id,mixed_asymmetric,ocre_marron_negro
1,CAP-V2_001-TPL_02,10,2,V2_003,0.241590052843,false,id,bands_horizontal,ocre_marron_negro
1,CAP-V2_001-TPL_02,11,26,V2_027,0.235331922770,false,id,mixed_asymmetric,azul_crema_marron
1,CAP-V2_001-TPL_02,12,28,V2_029,0.234715983272,false,id,mixed_asymmetric,blanco_negro_gris
1,CAP-V2_001-TPL_02,13,17,V2_018,0.231791511178,false,id,grecas_modular,ocre_marron_negro
1,CAP-V2_001-TPL_02,14,7,V2_008,0.227573186159,false,id,bands_vertical,ocre_marron_negro
1,CAP-V2_001-TPL_02,15,13,V2_014,0.223764479160,false,id,diamonds_central,blanco_negro_gris
1,CAP-V2_001-TPL_02,16,47,V2_048,0.222538337111,false,ood_pattern,circles_concentric,rojo_negro_crema
1,CAP-V2_001-TPL_02,17,41,V2_042,0.222172781825,false,ood_palette,mixed_asymmetric,morado_gris_rosa
1,CAP-V2_001-TPL_02,18,12,V2_013,0.221121460199,false,id,diamonds_central,ocre_marron_negro
1,CAP-V2_001-TPL_02,19,3,V2_004,0.220303386450,false,id,bands_horizontal,blanco_negro_gris
1,CAP-V2_001-TPL_02,20,40,V2_041,0.218898326159,false,ood_palette,mixed_asymmetric,verde_ocre_crema
1,CAP-V2_001-TPL_02,21,21,V2_022,0.217331692576,false,id,grid_reticular,azul_crema_marron
1,CAP-V2_001-TPL_02,22,22,V2_023,0.213725507259,false,id,grid_reticular,ocre_marron_negro
1,CAP-V2_001-TPL_02,23,23,V2_024,0.213237404823,false,id,grid_reticular,blanco_negro_gris
1,CAP-V2_001-TPL_02,24,19,V2_020,0.211806446314,false,id,grecas_modular,multicolor_tierra
1,CAP-V2_001-TPL_02,25,14,V2_015,0.210016727448,false,id,diamonds_central,multicolor_tierra
1,CAP-V2_001-TPL_02,26,16,V2_017,0.205067262053,false,id,grecas_modular,azul_crema_marron
1,CAP-V2_001-TPL_02,27,4,V2_005,0.204551130533,false,id,bands_horizontal,multicolor_tierra
1,CAP-V2_001-TPL_02,28,18,V2_019,0.200849801302,false,id,grecas_modular,blanco_negro_gris
1,CAP-V2_001-TPL_02,29,11,V2_012,0.196680724621,false,id,diamonds_central,azul_crema_marron
1,CAP-V2_001-TPL_02,30,37,V2_038,0.195268124342,false,ood_palette,grecas_modular,morado_gris_rosa
1,CAP-V2_001-TPL_02,31,9,V2_010,0.193138688803,false,id,bands_vertical,multicolor_tierra
1,CAP-V2_001-TPL_02,32,8,V2_009,0.192727416754,false,id,bands_vertical,blanco_negro_gris
1,CAP-V2_001-TPL_02,33,24,V2_025,0.192521214485,false,id,grid_reticular,multicolor_tierra
1,CAP-V2_001-TPL_02,34,35,V2_036,0.191614687443,false,ood_palette,diamonds_central,morado_gris_rosa
1,CAP-V2_001-TPL_02,35,44,V2_045,0.190997064114,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
1,CAP-V2_001-TPL_02,36,31,V2_032,0.190576285124,false,ood_palette,bands_horizontal,morado_gris_rosa
1,CAP-V2_001-TPL_02,37,1,V2_002,0.190575614572,false,id,bands_horizontal,azul_crema_marron
1,CAP-V2_001-TPL_02,38,46,V2_047,0.184458702803,false,ood_pattern,chevrons_diagonal,multicolor_tierra
1,CAP-V2_001-TPL_02,39,36,V2_037,0.181088119745,false,ood_palette,grecas_modular,verde_ocre_crema
1,CAP-V2_001-TPL_02,40,43,V2_044,0.177475422621,false,ood_pattern,chevrons_diagonal,azul_crema_marron
1,CAP-V2_001-TPL_02,41,51,V2_052,0.169242888689,false,ood_pattern,circles_concentric,multicolor_tierra
1,CAP-V2_001-TPL_02,42,34,V2_035,0.165807366371,false,ood_palette,diamonds_central,verde_ocre_crema
1,CAP-V2_001-TPL_02,43,33,V2_034,0.165680959821,false,ood_palette,bands_vertical,morado_gris_rosa
1,CAP-V2_001-TPL_02,44,30,V2_031,0.165126651525,false,ood_palette,bands_horizontal,verde_ocre_crema
1,CAP-V2_001-TPL_02,45,48,V2_049,0.162698403001,false,ood_pattern,circles_concentric,azul_crema_marron
1,CAP-V2_001-TPL_02,46,6,V2_007,0.161734253168,false,id,bands_vertical,azul_crema_marron
1,CAP-V2_001-TPL_02,47,49,V2_050,0.159751310945,false,ood_pattern,circles_concentric,ocre_marron_negro
1,CAP-V2_001-TPL_02,48,39,V2_040,0.157621532679,false,ood_palette,grid_reticular,morado_gris_rosa
1,CAP-V2_001-TPL_02,49,53,V2_054,0.153519734740,false,ood_both,chevrons_diagonal,morado_gris_rosa
1,CAP-V2_001-TPL_02,50,45,V2_046,0.152410000563,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
1,CAP-V2_001-TPL_02,51,55,V2_056,0.151656851172,false,ood_both,circles_concentric,morado_gris_rosa
1,CAP-V2_001-TPL_02,52,50,V2_051,0.149192407727,false,ood_pattern,circles_concentric,blanco_negro_gris
1,CAP-V2_001-TPL_02,53,38,V2_039,0.147573992610,false,ood_palette,grid_reticular,verde_ocre_crema
1,CAP-V2_001-TPL_02,54,32,V2_033,0.143004894257,false,ood_palette,bands_vertical,verde_ocre_crema
1,CAP-V2_001-TPL_02,55,52,V2_053,0.133630767465,false,ood_both,chevrons_diagonal,verde_ocre_crema
1,CAP-V2_001-TPL_02,56,54,V2_055,0.114422976971,false,ood_both,circles_concentric,verde_ocre_crema
2,CAP-V2_001-TPL_03,1,25,V2_026,0.330970823765,false,id,mixed_asymmetric,rojo_negro_crema
2,CAP-V2_001-TPL_03,2,10,V2_011,0.327774345875,false,id,diamonds_central,rojo_negro_crema
2,CAP-V2_001-TPL_03,3,0,V2_001,0.309555828571,true,id,bands_horizontal,rojo_negro_crema
2,CAP-V2_001-TPL_03,4,5,V2_006,0.306649506092,false,id,bands_vertical,rojo_negro_crema
2,CAP-V2_001-TPL_03,5,15,V2_016,0.295900374651,false,id,grecas_modular,rojo_negro_crema
2,CAP-V2_001-TPL_03,6,29,V2_030,0.283961892128,false,id,mixed_asymmetric,multicolor_tierra
2,CAP-V2_001-TPL_03,7,20,V2_021,0.282305002213,false,id,grid_reticular,rojo_negro_crema
2,CAP-V2_001-TPL_03,8,42,V2_043,0.281369328499,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
2,CAP-V2_001-TPL_03,9,27,V2_028,0.280199021101,false,id,mixed_asymmetric,ocre_marron_negro
2,CAP-V2_001-TPL_03,10,17,V2_018,0.267712563276,false,id,grecas_modular,ocre_marron_negro
2,CAP-V2_001-TPL_03,11,2,V2_003,0.260941833258,false,id,bands_horizontal,ocre_marron_negro
2,CAP-V2_001-TPL_03,12,28,V2_029,0.260798752308,false,id,mixed_asymmetric,blanco_negro_gris
2,CAP-V2_001-TPL_03,13,7,V2_008,0.252532422543,false,id,bands_vertical,ocre_marron_negro
2,CAP-V2_001-TPL_03,14,3,V2_004,0.252377390862,false,id,bands_horizontal,blanco_negro_gris
2,CAP-V2_001-TPL_03,15,44,V2_045,0.248393625021,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
2,CAP-V2_001-TPL_03,16,13,V2_014,0.247399717569,false,id,diamonds_central,blanco_negro_gris
2,CAP-V2_001-TPL_03,17,26,V2_027,0.235300108790,false,id,mixed_asymmetric,azul_crema_marron
2,CAP-V2_001-TPL_03,18,12,V2_013,0.234792470932,false,id,diamonds_central,ocre_marron_negro
2,CAP-V2_001-TPL_03,19,22,V2_023,0.234469860792,false,id,grid_reticular,ocre_marron_negro
2,CAP-V2_001-TPL_03,20,23,V2_024,0.229417562485,false,id,grid_reticular,blanco_negro_gris
2,CAP-V2_001-TPL_03,21,40,V2_041,0.227440714836,false,ood_palette,mixed_asymmetric,verde_ocre_crema
2,CAP-V2_001-TPL_03,22,41,V2_042,0.220228657126,false,ood_palette,mixed_asymmetric,morado_gris_rosa
2,CAP-V2_001-TPL_03,23,18,V2_019,0.219602137804,false,id,grecas_modular,blanco_negro_gris
2,CAP-V2_001-TPL_03,24,21,V2_022,0.217075854540,false,id,grid_reticular,azul_crema_marron
2,CAP-V2_001-TPL_03,25,16,V2_017,0.216049268842,false,id,grecas_modular,azul_crema_marron
2,CAP-V2_001-TPL_03,26,19,V2_020,0.216047435999,false,id,grecas_modular,multicolor_tierra
2,CAP-V2_001-TPL_03,27,8,V2_009,0.213151007891,false,id,bands_vertical,blanco_negro_gris
2,CAP-V2_001-TPL_03,28,14,V2_015,0.208627700806,false,id,diamonds_central,multicolor_tierra
2,CAP-V2_001-TPL_03,29,4,V2_005,0.207341998816,false,id,bands_horizontal,multicolor_tierra
2,CAP-V2_001-TPL_03,30,47,V2_048,0.204242408276,false,ood_pattern,circles_concentric,rojo_negro_crema
2,CAP-V2_001-TPL_03,31,37,V2_038,0.203040942550,false,ood_palette,grecas_modular,morado_gris_rosa
2,CAP-V2_001-TPL_03,32,43,V2_044,0.202758207917,false,ood_pattern,chevrons_diagonal,azul_crema_marron
2,CAP-V2_001-TPL_03,33,9,V2_010,0.201447576284,false,id,bands_vertical,multicolor_tierra
2,CAP-V2_001-TPL_03,34,11,V2_012,0.201226651669,false,id,diamonds_central,azul_crema_marron
2,CAP-V2_001-TPL_03,35,45,V2_046,0.200753375888,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
2,CAP-V2_001-TPL_03,36,24,V2_025,0.198080375791,false,id,grid_reticular,multicolor_tierra
2,CAP-V2_001-TPL_03,37,1,V2_002,0.194318532944,false,id,bands_horizontal,azul_crema_marron
2,CAP-V2_001-TPL_03,38,46,V2_047,0.194074377418,false,ood_pattern,chevrons_diagonal,multicolor_tierra
2,CAP-V2_001-TPL_03,39,36,V2_037,0.189797520638,false,ood_palette,grecas_modular,verde_ocre_crema
2,CAP-V2_001-TPL_03,40,35,V2_036,0.182732135057,false,ood_palette,diamonds_central,morado_gris_rosa
2,CAP-V2_001-TPL_03,41,30,V2_031,0.181477785110,false,ood_palette,bands_horizontal,verde_ocre_crema
2,CAP-V2_001-TPL_03,42,31,V2_032,0.181186050177,false,ood_palette,bands_horizontal,morado_gris_rosa
2,CAP-V2_001-TPL_03,43,34,V2_035,0.175517216325,false,ood_palette,diamonds_central,verde_ocre_crema
2,CAP-V2_001-TPL_03,44,53,V2_054,0.169609159231,false,ood_both,chevrons_diagonal,morado_gris_rosa
2,CAP-V2_001-TPL_03,45,33,V2_034,0.169144734740,false,ood_palette,bands_vertical,morado_gris_rosa
2,CAP-V2_001-TPL_03,46,52,V2_053,0.168272435665,false,ood_both,chevrons_diagonal,verde_ocre_crema
2,CAP-V2_001-TPL_03,47,49,V2_050,0.166792139411,false,ood_pattern,circles_concentric,ocre_marron_negro
2,CAP-V2_001-TPL_03,48,6,V2_007,0.165201723576,false,id,bands_vertical,azul_crema_marron
2,CAP-V2_001-TPL_03,49,32,V2_033,0.164371520281,false,ood_palette,bands_vertical,verde_ocre_crema
2,CAP-V2_001-TPL_03,50,48,V2_049,0.161681190133,false,ood_pattern,circles_concentric,azul_crema_marron
2,CAP-V2_001-TPL_03,51,50,V2_051,0.155892223120,false,ood_pattern,circles_concentric,blanco_negro_gris
2,CAP-V2_001-TPL_03,52,51,V2_052,0.154057532549,false,ood_pattern,circles_concentric,multicolor_tierra
2,CAP-V2_001-TPL_03,53,39,V2_040,0.153787344694,false,ood_palette,grid_reticular,morado_gris_rosa
2,CAP-V2_001-TPL_03,54,38,V2_039,0.151735931635,false,ood_palette,grid_reticular,verde_ocre_crema
2,CAP-V2_001-TPL_03,55,55,V2_056,0.126162022352,false,ood_both,circles_concentric,morado_gris_rosa
2,CAP-V2_001-TPL_03,56,54,V2_055,0.113306656480,false,ood_both,circles_concentric,verde_ocre_crema
3,CAP-V2_001-TPL_04,1,10,V2_011,0.316889196634,false,id,diamonds_central,rojo_negro_crema
3,CAP-V2_001-TPL_04,2,0,V2_001,0.306454926729,true,id,bands_horizontal,rojo_negro_crema
3,CAP-V2_001-TPL_04,3,25,V2_026,0.297227621078,false,id,mixed_asymmetric,rojo_negro_crema
3,CAP-V2_001-TPL_04,4,5,V2_006,0.296854346991,false,id,bands_vertical,rojo_negro_crema
3,CAP-V2_001-TPL_04,5,20,V2_021,0.290403634310,false,id,grid_reticular,rojo_negro_crema
3,CAP-V2_001-TPL_04,6,15,V2_016,0.288481444120,false,id,grecas_modular,rojo_negro_crema
3,CAP-V2_001-TPL_04,7,2,V2_003,0.269384831190,false,id,bands_horizontal,ocre_marron_negro
3,CAP-V2_001-TPL_04,8,29,V2_030,0.261466771364,false,id,mixed_asymmetric,multicolor_tierra
3,CAP-V2_001-TPL_04,9,3,V2_004,0.257285296917,false,id,bands_horizontal,blanco_negro_gris
3,CAP-V2_001-TPL_04,10,42,V2_043,0.256253004074,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
3,CAP-V2_001-TPL_04,11,27,V2_028,0.254592239857,false,id,mixed_asymmetric,ocre_marron_negro
3,CAP-V2_001-TPL_04,12,7,V2_008,0.250486075878,false,id,bands_vertical,ocre_marron_negro
3,CAP-V2_001-TPL_04,13,13,V2_014,0.246867448092,false,id,diamonds_central,blanco_negro_gris
3,CAP-V2_001-TPL_04,14,17,V2_018,0.243493929505,false,id,grecas_modular,ocre_marron_negro
3,CAP-V2_001-TPL_04,15,28,V2_029,0.241611272097,false,id,mixed_asymmetric,blanco_negro_gris
3,CAP-V2_001-TPL_04,16,4,V2_005,0.239767223597,false,id,bands_horizontal,multicolor_tierra
3,CAP-V2_001-TPL_04,17,12,V2_013,0.231515645981,false,id,diamonds_central,ocre_marron_negro
3,CAP-V2_001-TPL_04,18,23,V2_024,0.230775505304,false,id,grid_reticular,blanco_negro_gris
3,CAP-V2_001-TPL_04,19,19,V2_020,0.227017313242,false,id,grecas_modular,multicolor_tierra
3,CAP-V2_001-TPL_04,20,14,V2_015,0.225632086396,false,id,diamonds_central,multicolor_tierra
3,CAP-V2_001-TPL_04,21,22,V2_023,0.224882870913,false,id,grid_reticular,ocre_marron_negro
3,CAP-V2_001-TPL_04,22,9,V2_010,0.222856372595,false,id,bands_vertical,multicolor_tierra
3,CAP-V2_001-TPL_04,23,1,V2_002,0.222137466073,false,id,bands_horizontal,azul_crema_marron
3,CAP-V2_001-TPL_04,24,8,V2_009,0.217437818646,false,id,bands_vertical,blanco_negro_gris
3,CAP-V2_001-TPL_04,25,26,V2_027,0.216575592756,false,id,mixed_asymmetric,azul_crema_marron
3,CAP-V2_001-TPL_04,26,21,V2_022,0.215889960527,false,id,grid_reticular,azul_crema_marron
3,CAP-V2_001-TPL_04,27,11,V2_012,0.214616402984,false,id,diamonds_central,azul_crema_marron
3,CAP-V2_001-TPL_04,28,18,V2_019,0.213774561882,false,id,grecas_modular,blanco_negro_gris
3,CAP-V2_001-TPL_04,29,16,V2_017,0.213515251875,false,id,grecas_modular,azul_crema_marron
3,CAP-V2_001-TPL_04,30,44,V2_045,0.211935073137,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
3,CAP-V2_001-TPL_04,31,41,V2_042,0.210597664118,false,ood_palette,mixed_asymmetric,morado_gris_rosa
3,CAP-V2_001-TPL_04,32,47,V2_048,0.209888398647,false,ood_pattern,circles_concentric,rojo_negro_crema
3,CAP-V2_001-TPL_04,33,31,V2_032,0.207403063774,false,ood_palette,bands_horizontal,morado_gris_rosa
3,CAP-V2_001-TPL_04,34,40,V2_041,0.206365227699,false,ood_palette,mixed_asymmetric,verde_ocre_crema
3,CAP-V2_001-TPL_04,35,24,V2_025,0.205622732639,false,id,grid_reticular,multicolor_tierra
3,CAP-V2_001-TPL_04,36,37,V2_038,0.201077550650,false,ood_palette,grecas_modular,morado_gris_rosa
3,CAP-V2_001-TPL_04,37,35,V2_036,0.200392007828,false,ood_palette,diamonds_central,morado_gris_rosa
3,CAP-V2_001-TPL_04,38,30,V2_031,0.198240235448,false,ood_palette,bands_horizontal,verde_ocre_crema
3,CAP-V2_001-TPL_04,39,43,V2_044,0.195011824369,false,ood_pattern,chevrons_diagonal,azul_crema_marron
3,CAP-V2_001-TPL_04,40,36,V2_037,0.192785143852,false,ood_palette,grecas_modular,verde_ocre_crema
3,CAP-V2_001-TPL_04,41,46,V2_047,0.189846545458,false,ood_pattern,chevrons_diagonal,multicolor_tierra
3,CAP-V2_001-TPL_04,42,33,V2_034,0.185998648405,false,ood_palette,bands_vertical,morado_gris_rosa
3,CAP-V2_001-TPL_04,43,34,V2_035,0.183670297265,false,ood_palette,diamonds_central,verde_ocre_crema
3,CAP-V2_001-TPL_04,44,6,V2_007,0.182624712586,false,id,bands_vertical,azul_crema_marron
3,CAP-V2_001-TPL_04,45,45,V2_046,0.180938497186,false,ood_pattern,chevrons_diagonal,blanco_negro_gris
3,CAP-V2_001-TPL_04,46,39,V2_040,0.176957517862,false,ood_palette,grid_reticular,morado_gris_rosa
3,CAP-V2_001-TPL_04,47,48,V2_049,0.176401674747,false,ood_pattern,circles_concentric,azul_crema_marron
3,CAP-V2_001-TPL_04,48,51,V2_052,0.172754243016,false,ood_pattern,circles_concentric,multicolor_tierra
3,CAP-V2_001-TPL_04,49,38,V2_039,0.171105027199,false,ood_palette,grid_reticular,verde_ocre_crema
3,CAP-V2_001-TPL_04,50,32,V2_033,0.170516371727,false,ood_palette,bands_vertical,verde_ocre_crema
3,CAP-V2_001-TPL_04,51,53,V2_054,0.169575065374,false,ood_both,chevrons_diagonal,morado_gris_rosa
3,CAP-V2_001-TPL_04,52,49,V2_050,0.165431737900,false,ood_pattern,circles_concentric,ocre_marron_negro
3,CAP-V2_001-TPL_04,53,50,V2_051,0.164998620749,false,ood_pattern,circles_concentric,blanco_negro_gris
3,CAP-V2_001-TPL_04,54,52,V2_053,0.162292659283,false,ood_both,chevrons_diagonal,verde_ocre_crema
3,CAP-V2_001-TPL_04,55,55,V2_056,0.141841292381,false,ood_both,circles_concentric,morado_gris_rosa
3,CAP-V2_001-TPL_04,56,54,V2_055,0.132451891899,false,ood_both,circles_concentric,verde_ocre_crema
4,CAP-V2_001-TPL_05,1,0,V2_001,0.340648949146,true,id,bands_horizontal,rojo_negro_crema
4,CAP-V2_001-TPL_05,2,5,V2_006,0.333902537823,false,id,bands_vertical,rojo_negro_crema
4,CAP-V2_001-TPL_05,3,10,V2_011,0.326533734798,false,id,diamonds_central,rojo_negro_crema
4,CAP-V2_001-TPL_05,4,15,V2_016,0.319696784019,false,id,grecas_modular,rojo_negro_crema
4,CAP-V2_001-TPL_05,5,25,V2_026,0.317584395409,false,id,mixed_asymmetric,rojo_negro_crema
4,CAP-V2_001-TPL_05,6,42,V2_043,0.308386266232,false,ood_pattern,chevrons_diagonal,rojo_negro_crema
4,CAP-V2_001-TPL_05,7,20,V2_021,0.300158321857,false,id,grid_reticular,rojo_negro_crema
4,CAP-V2_001-TPL_05,8,2,V2_003,0.299793243408,false,id,bands_horizontal,ocre_marron_negro
4,CAP-V2_001-TPL_05,9,17,V2_018,0.291589915752,false,id,grecas_modular,ocre_marron_negro
4,CAP-V2_001-TPL_05,10,44,V2_045,0.282937794924,false,ood_pattern,chevrons_diagonal,ocre_marron_negro
4,CAP-V2_001-TPL_05,11,7,V2_008,0.282507896423,false,id,bands_vertical,ocre_marron_negro
4,CAP-V2_001-TPL_05,12,3,V2_004,0.281016856432,false,id,bands_horizontal,blanco_negro_gris
4,CAP-V2_001-TPL_05,13,27,V2_028,0.273965060711,false,id,mixed_asymmetric,ocre_marron_negro
4,CAP-V2_001-TPL_05,14,29,V2_030,0.266833901405,false,id,mixed_asymmetric,multicolor_tierra
4,CAP-V2_001-TPL_05,15,22,V2_023,0.252108991146,false,id,grid_reticular,ocre_marron_negro
4,CAP-V2_001-TPL_05,16,28,V2_029,0.246125727892,false,id,mixed_asymmetric,blanco_negro_gris
4,CAP-V2_001-TPL_05,17,16,V2_017,0.245868444443,false,id,grecas_modular,azul_crema_marron
4,CAP-V2_001-TPL_05,18,18,V2_019,0.245541989803,false,id,grecas_modular,blanco_negro_gris
4,CAP-V2_001-TPL_05,19,13,V2_014,0.244952380657,false,id,diamonds_central,blanco_negro_gris
4,CAP-V2_001-TPL_05,20,21,V2_022,0.240808874369,false,id,grid_reticular,azul_crema_marron
4,CAP-V2_001-TPL_05,21,26,V2_027,0.240477621555,false,id,mixed_asymmetric,azul_crema_marron
4,CAP-V2_001-TPL_05,22,12,V2_013,0.240188121796,false,id,diamonds_central,ocre_marron_negro
